NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	PRIORITY	ATTRIBUTE_TYPE
BIRTH_YEAR	Year of Birth	Year of Birth	NUMBER	1	PATIENT
BKM120_DOSAGE	BKM120 Dosage (mg)	BKM120 Dosage (mg)	STRING	1	PATIENT
BLADDER_GROUP_GRADE	Bladder Group Grade	Bladder Group Grade	STRING	1	SAMPLE
BLADDER_GROUP_METASTASIS_STAGE	Bladder Group Metastasis Stage	Bladder Group Metastasis Stage	STRING	1	SAMPLE
BLADDER_GROUP_NODE_STAGE	Bladder Group Node Stage	Bladder Group Node Stage	STRING	1	SAMPLE
BLADDER_GROUP_STAGE	Bladder Group Stage	Bladder Group Stage	STRING	1	SAMPLE
BLADDER_MIBC_CHEMO_TYPE	Bladder MIBC Chemo Type	Bladder MIBC Chemo Type	STRING	1	SAMPLE
BLADDER_MIBC_NO_CHEMO_PROGRESSIVE	Bladder MIBC No Chemo Progressive	Bladder MIBC No Chemo Progressive	STRING	1	SAMPLE
BLADDER_MIBC_NO_CHEMO_PROGRESSIVEPRIOR_BCG	Bladder MIBC No Chemo Progressiveprior Bcg	Bladder MIBC No Chemo Progressiveprior Bcg	STRING	1	SAMPLE
BLADDER_MIBC_OR_NON_MIBC	Bladder MIBC Or Non-MIBC	Bladder MIBC Or Non-MIBC	STRING	1	SAMPLE
BLADDER_MIBC_PRIOR_INTRAVESICAL_CHEMOTHERAPY	Bladder MIBC Prior Intravesical Chemotherapy	Bladder MIBC Prior Intravesical Chemotherapy	STRING	1	SAMPLE
BLADDER_MIBC_PROGRESSIVE	Bladder MIBC Progressivemibc	Bladder MIBC Progressivemibc	STRING	1	SAMPLE
BLADDER_MIBC_SPECIMEN_CHEMOTHERAPY_STATUS	Bladder MIBC Specimen Chemotherapy Status	Bladder MIBC Specimen Chemotherapy Status	STRING	1	SAMPLE
BLADDER_NECK_INVASION	Bladder Neck Invasion	Bladder neck invasion	STRING	1	PATIENT
BLADDER_NMIBC_ADJUVANT_BCG	Bladder NMIBC Adjuvant Bcg	Bladder NMIBC Adjuvant Bcg	STRING	1	SAMPLE
BLADDER_NMIBC_ADJUVANT_MITOMYCIN	Bladder NMIBC Adjuvant Mitomycin	Bladder NMIBC Adjuvant Mitomycin	STRING	1	SAMPLE
BLADDER_NMIBC_CIS	Bladder NMIBC Cis	Bladder NMIBC Cis	STRING	1	SAMPLE
BLADDER_NMIBC_CYSTO_FUPTIME	Bladder NMIBC Cysto Followup Time	Bladder NMIBC Cysto Followup Time	NUMBER	1	SAMPLE
BLADDER_NMIBC_ESTIMATED_TUMOR_SIZE	Bladder NMIBC Estimated Tumor Size	Bladder NMIBC Estimated Tumor Size	STRING	1	SAMPLE
BLADDER_NMIBC_GROUP	Bladder NMIBC Group	Bladder NMIBC Group	STRING	1	SAMPLE
BLADDER_NMIBC_HIGH_GRADE_NED_AT_24_MONTHS	Bladder NMIBC High Grade Ned At 24 Months	Bladder NMIBC High Grade Ned At 24 Months	STRING	1	SAMPLE
BLADDER_NMIBC_HIGH_GRADE_RECURRENCE	Bladder NMIBC High Grade Recurrence	Bladder NMIBC High Grade Recurrence	STRING	1	SAMPLE
BLADDER_NMIBC_HIGH_GRADE_RECURR_TIME	Bladder NMIBC High Grade Recurrence Time	Bladder NMIBC High Grade Recurrence Time	NUMBER	1	SAMPLE
BLADDER_NMIBC_NED_AT_24_MONTHS	Bladder NMIBC Ned At 24 Months	Bladder NMIBC Ned At 24 Months	STRING	1	SAMPLE
BLADDER_NMIBC_RECURRENCE	Bladder NMIBC Recurrence	Bladder NMIBC Recurrence	STRING	1	SAMPLE
BLADDER_NMIBC_TCGA_SMOKING_CATEGORY	Bladder NMIBC Tcga Smoking Category	Bladder NMIBC Tcga Smoking Category	STRING	1	SAMPLE
BLADDER_NMIBC_TIME_TO_RECURRENCE	Bladder NMIBC Time To Recurrence	Bladder NMIBC Time To Recurrence	NUMBER	1	SAMPLE
BLADDER_NMIBC_TUMOR_NUMBER	Bladder NMIBC Tumor Number	Bladder NMIBC Tumor Number	STRING	1	SAMPLE
BLAST_COUNT	Blast Count	Blast Count	NUMBER	1	SAMPLE
BLAST_PERCENT_CBC	BLAST Percentage (CBC)	BLAST Percentage (CBC)	STRING	1	PATIENT
BLEEDING_WEEKS	Bleeding (Weeks)	Bleeding (Weeks)	NUMBER	1	PATIENT
BLOCK	Block	Block.	NUMBER	1	SAMPLE
BLOCK_ACCESSION	block accession	block accession	STRING	1	PATIENT
BLOCK_ID	BLOCK ID	BLOCK ID	STRING	1	SAMPLE
BLOOD_COLLECTION	Blood collection	Blood collection	STRING	1	PATIENT
BMI	BMI	Body Mass Index	NUMBER	1	PATIENT
BMI_CATEGORY	BMI Category	BMI Category	STRING	1	PATIENT
BM_BLAST_PERCENTAGE	Bone Marrow Blast Percentage	Bone marrow blast percentage.	STRING	1	PATIENT
BM_DAY_15	Bone Marrow Blasts Day 15	Bone Marrow Blasts Day 15	NUMBER	1	PATIENT
BM_DAY_29	Bone Marrow Blasts Day 29	Bone Marrow Blasts Day 29	NUMBER	1	PATIENT
BM_DAY_43	Bone Marrow Blasts Day 43	Bone Marrow Blasts Day 43	NUMBER	1	PATIENT
BM_DAY_8	Bone Marrow Blasts Day 8	Bone Marrow Blasts Day 8	NUMBER	1	PATIENT
BONE_MARROW_BIOPSY_PERFORMED	Bone Marrow Biopsy Performed	Bone Marrow Biopsy Performed	STRING	1	SAMPLE
BONE_MARROW_INVOLVEMENT	Bone Marrow Involvement	Bone Marrow Involvement	STRING	1	SAMPLE
BONE_MARROW_LEUKEMIC_BLAST_PERCENTAGE	Bone Marrow Leukemic Blast Percentage	Bone marrow leukemic percentage.	NUMBER	1	PATIENT
BONE_MARROW_SAMPLE_HISTOLOGY	Bone Marrow Sample Histology	Bone Marrow Sample Histology	STRING	1	SAMPLE
BONE_MARROW_SITE_OF_RELAPSE	Bone Marrow Site of Relapse	Bone Marrow Site of Relapse	STRING	1	SAMPLE
BONE_SCAN_RESULT	Bone Scan Result	Bone scan result.	STRING	1	PATIENT
BORBORYGMI_WEEKS	Borborygmi (Weeks)	Borborygmi (Weeks)	NUMBER	1	PATIENT
BORR	BORR	BORR	STRING	1	PATIENT
BORRMANN_CLASSIFICATION	Borrmann classification	Borrmann classification	STRING	1	PATIENT
BOWEL_HABITS_CHANGE_WEEKS	Bowel Habits Change (Weeks)	Bowel Habits Change (Weeks)	NUMBER	1	PATIENT
BRAC2_GERMLINE	BRAC2 GERMLINE	BRAC2 GERMLINE	STRING	1	SAMPLE
BRACHYTHERAPY_TOTAL_DOSE_POINT_A	Brachytherapy first reference point administered total dose	Brachytherapy first reference point administered total dose	STRING	1	PATIENT
BRACHYTHERAPY_TYPE	Brachytherapy Type	Brachytherapy Type	STRING	1	SAMPLE
BRACHYTHERAPY_TYPE_OTHER	Brachytherapy Type Other	Brachytherapy Type Other	STRING	1	SAMPLE
BRAFV600E_RAF_CLASS	BRAFV600E RAF Class	BRAFV600E RAF Class	NUMBER	1	SAMPLE
BRAFV600E_RAF_SCORE	BRAFV600E RAF Score	BRAFV600E RAF Score	NUMBER	1	SAMPLE
BRAFV600E_RAS	BRAF600E mutation vs. RAS mutation sample	BRAF600E mutation vs. RAS mutation sample	STRING	1	SAMPLE
BRAF_FUSION	BRAF Fusion	BRAF Fusion	STRING	1	SAMPLE
BRAF_GENE_ANALYSIS_INDICATOR	BRAF Gene Analysis Indicator	BRAF Gene Analysis Indicator	STRING	1	SAMPLE
BRAF_GENE_ANALYSIS_RESULT	BRAF Gene Analysis Result	BRAF Gene Analysis Result	STRING	1	SAMPLE
BRAF_KIAA1549_FUSION	BRAF-KIAA1549 fusion	BRAF-KIAA1549 fusion	STRING	1	SAMPLE
BRAF_MUTATION	BRAF mutation	BRAF mutation	STRING	1	SAMPLE
BRAF_SOMATIC	BRAF Somatic Mutation	BRAF Somatic Mutation	STRING	1	SAMPLE
BRAF_STATUS	Braf Status	Braf Status	STRING	1	SAMPLE
BRAF_V600E_STATUS	BRAF V600E status	BRAF V600E status	STRING	1	SAMPLE
BRAF_V600_LEVEL1	BRAF V600 Level1	BRAF V600 Level1	STRING	1	SAMPLE
BRAIN_METS	BRAIN METS	Brain Metatstasis	STRING	1	PATIENT
BRCA1_CNA	Brca1 cna	Brca1 cna	STRING	1	PATIENT
BRCA1_GERMLINE	BRCA1 GERMLINE	BRCA1 GERMLINE	STRING	1	SAMPLE
BRCA1_GERMLINE_MUT	BRCA1 Germline Mutation	BRCA1 Germline Mutation	NUMBER	1	SAMPLE
BRCA1_HOMDEL	BRCA1 HOMDEL	BRCA1 HOMDEL	STRING	1	SAMPLE
BRCA1_MUTATION	BRCA1 Mutation	BRCA1 Mutation is present	STRING	1	SAMPLE
BRCA1_RESULT	BRCA1 Result	BRCA1 Result	STRING	1	SAMPLE
BRCA2_CNA	BRCA2 CNA	BRCA2 CNA	STRING	1	SAMPLE
BRCA2_GERMLINE_MUT	BRCA2 Germline Mutation	BRCA2 Germline Mutation	NUMBER	1	SAMPLE
BRCA2_HOMDEL	BRCA2 HOMDEL	BRCA2 HOMDEL	STRING	1	SAMPLE
BRCA2_MUTATION	BRCA2 Mutation	BRCA2 Mutation is present	STRING	1	SAMPLE
BRCA2_RESULT	BRAC2 Result	BRAC2 Result	STRING	1	SAMPLE
BRCA_GERMLINE_MUTATIONS	BRCA Germline mutation	BRCA Germline mutation	STRING	1	SAMPLE
BRCA_TYPE	BRCA Type	BRCA Type	STRING	1	SAMPLE
BRCA_VARIANT	BRCA Variant	BRCA Variant	STRING	1	SAMPLE
BRC_RECEPTOR_SUBTYPE	BRCA Receptor Subtype	BRCA Receptor Subtype	STRING	1	SAMPLE
BREAST_CANCER_RECEPTOR_STATUS	Breast Cancer Receptor Status	Breast Cancer Receptor Status	STRING	1	SAMPLE
BREAST_CANCER_RECEPTOR_STATUS_DETAILED	Breast Cancer Receptor Status Detailed	Breast Cancer Receptor Status Detailed	STRING	1	SAMPLE
BREAST_CANCER_RECEPTOR_STATUS_FINAL	Breast Cancer Receptor Status Final	Breast Cancer Receptor Status Final	STRING	1	PATIENT
BREAST_CANCER_RECEPTOR_STATUS_PRIMARY	Breast Cancer Receptor Status Primary	Breast Cancer Receptor Status Primary	STRING	1	SAMPLE
BREAST_SURGERY	Type of Breast Surgery	Type of Breast Surgery	STRING	1	PATIENT
BRESLOW_DEPTH	breslow depth	breslow depth	STRING	1	SAMPLE
BRONCHOSCOPY	Bronchoscopy	Bronchoscopy	STRING	1	PATIENT
BUBBLE_GROUP	Bubble Group	Bubble Group	STRING	1	SAMPLE
BXCEP17_COPY	PATH CEP17 Copy	Copy number of CEP17 in the pathology report. This is the number of copies of the CEP17 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	STRING	1	SAMPLE
BXHER2_COPY	PATH HER2 Copy	Copy number of HER2 in the pathology report. This is the number of copies of the HER2 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	STRING	1	SAMPLE
BXHER2_RATIO	PATH HER2 CEP17 Ratio	Ratio of HER2/CEP17 in the pathology report. This is one component of the Flourescence In Situ Hybridization (FISH) test. This ratio is used to determine if the HER2 gene is overexpressed, relative to the CEP17 protein, which acts as a baseline measurement. HER2/CEP17 ratios >2.2 indicate a HER2 Positive tumor.	STRING	1	SAMPLE
BX_DCIS	PATH DCIS Reported	Notes if Ductal Carcinoma In Situ was reported in the pathology report	STRING	1	SAMPLE
BX_EPITHELIOID	PATH Epithelioid	Sample has epithelioid characteristics	STRING	1	SAMPLE
BX_ER	PATH Estrogen Receptor Status	Estrogen Receptor (ER) status reported in the pathology report	STRING	1	SAMPLE
BX_GRADE	PATH Sample Grade	Sample grade reported in the pathology report	STRING	1	SAMPLE
BX_HER2FISH	PATH HER2 FISH	HER2 Flourescence In Situ Hyrbridization (FISH) results in the pathology report. This is most commonly performed on tumor samples with a HER2 Immunohistochemistry (IHC) score of 2+, or equivocal. This is an additional test that aims to measure whether or not the HER2 gene is overexpressed in a tumor sample.	STRING	1	SAMPLE
BX_HER2IHC	PATH HER2 IHC	HER2 Immunohistochemistry (IHC) results in the pathology report. This test involves staining tissue samples and looking at them under a microscope to determine if the HER2 protein is overexpressed in the sample. Results can be reported as 0+, 1+, 2+, or 3+. 0+ and 1+ indicate a HER2 negative tumor, 2+ is considered equivocal and may require further testing, and 3+ indicates a HER2 Positive tumor.	STRING	1	SAMPLE
BX_HER2OVERALL	PATH HER2 Status	HER2 status reported in the pathology report	STRING	1	SAMPLE
BX_HISTOLOGY	PATH Sample Histology	The sample's histology reported in the pathology report (IDC = Invasive Ductal Carcinoma, ILC = Invasive Lobular Carcinoma).	STRING	1	SAMPLE
BX_KI67	PATH Ki67 Percentage	The percentage of Ki67 reported in the pathology report	STRING	1	SAMPLE
BX_LCIS	PATH LCIS Reported	Notes if Lobular Carcinoma In Situ was reported in the pathology report	STRING	1	SAMPLE
BX_LOCATION	PATH Procedure Location	The location in the body where the biopsy or surgery was performed	STRING	1	SAMPLE
BX_NOTES	PATH Sample notes	Additional information regarding the sample	STRING	1	SAMPLE
BX_NUCLEAR_GRADE	PATH Nuclear Grade	Nuclear grade of the sample	STRING	1	SAMPLE
BX_PERCENT_ER	PATH Estrogen Receptor Percentage	Percentage of Estrogen Receptor (ER) reported in the pathology report. A value of >= 1% indicates an ER Positive tumor.	STRING	1	SAMPLE
BX_PERCENT_PR	PATH Progesterone Receptor Percentage	Progesterone Receptor (PR) percentage reported in the pathology report. A value of >=1% indicates a PR Positive tumor.	STRING	1	SAMPLE
BX_PR	PATH Progesterone Receptor Status	Progesterone Receptor (PR) status as reported in the pathology report	STRING	1	SAMPLE
BX_SIDEDNESS_BREAST	PATH Breast Procedure Laterality	Left or right sidedness for breast procedures	STRING	1	SAMPLE
BX_SPINDLE_CELL	PATH Spindle Cell	Sample has spindle cell characteristics	STRING	1	SAMPLE
BX_TIME_DAYS	PATH Sample Collection Time	Sample collection time in days from primary diagnosis	NUMBER	1	SAMPLE
BX_TYPE	PATH Procedure Type	The procedure performed to obtain the sample	STRING	1	SAMPLE
BX_VASOFORMATIVE	PATH Vasoformative	Sample has vasoformative characteristics	STRING	1	SAMPLE
B_CELLS_MEMORY	B cells memory	B cells memory	NUMBER	1	SAMPLE
B_CELLS_NAIVE	B cells naive	B cells naive	NUMBER	1	SAMPLE
B_CELL_GENOTYPE_METHOD	B Cell Genotype Method	B Cell Genotype Method	STRING	1	SAMPLE
CABAZI	Cabazi	Cabazi.	STRING	1	SAMPLE
CAISIS_AGE	CAISIS (Diagnosis Age)	Age at which a condition or disease was first diagnosed, as supplied by CAISIS.	STRING	1	PATIENT
CAISIS_AGENT	CAISIS (Agent)	Agent used for the treatment , as provided by CAISIS.	STRING	1	PATIENT
CAISIS_DFS_MONTHS	CAISIS (Disease Free Months)	Disease free (months) since initial treatment, as provided by CAISIS.	NUMBER	1	PATIENT
CAISIS_DFS_STATUS	CAISIS (Disease Free Status)	Disease free status since initial diagnosis, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_DIAGNOSTIC_DATE	CAISIS (Diagnostic Date)	Diagnsotic date , as provided by CAISIS.	NUMBER	1	PATIENT
CAISIS_DIAGNOSTIC_NOTES	CAISIS (Diagnostic Notes)	Notes from the diagnostics , as provided by CAISIS.	STRING	1	PATIENT
CAISIS_DIAGNOSTIC_TARGET	CAISIS (Diagnostic Target)	Diagnostic target, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_EVENT_TYPE	CAISIS (Event Type)	Type of event which can be a treatment, imaging, surgery, specimen collection or status , as provided by CAISIS.	STRING	1	PATIENT
CAISIS_GENDER	CAISIS (Person Gender)	Patient gender, as supplied by CAISIS.	STRING	1	PATIENT
CAISIS_MGMT_STATUS	CAISIS (MGMT Status)	MGMT Status, as supplied by CAISIS	STRING	1	SAMPLE
CAISIS_NOTE	CAISIS (Note)	Additional Notes , as provided by CAISIS.	STRING	1	PATIENT
CAISIS_OS_MONTHS	CAISIS (Overall Survival Months)	Overall survival in months since initial diagnosis, as provided by CAISIS.	NUMBER	1	PATIENT
CAISIS_OS_STATUS	CAISIS (Overall Survival Status)	Overall patient survival status, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_RESULT	CAISIS (Result)	Results, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_SAMPLE_HISTOLOGY	CAISIS (Sample Histology)	Sample Histology, as supplied by CAISIS	STRING	1	SAMPLE
CAISIS_START_DATE	CAISIS (Start date)	Start date of an event, as provided by CAISIS.	NUMBER	1	PATIENT
CAISIS_STATUS	CAISIS (Status)	Status of the patient, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_STOP_DATE	CAISIS (End date)	End date of an event , as provided by CAISIS.	NUMBER	1	PATIENT
CAISIS_SUBTYPE	CAISIS (Subtype)	Subtype of the treatment, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_TREATMENT_TYPE	CAISIS (Treatment type)	Type of Treatment which can be medical or radiation therapies, as provided by CAISIS.	STRING	1	PATIENT
CAISIS_WHO_GRADE	CAISIS (WHO Grade)	WHO Grade, as aupplied by CAISIS	STRING	1	SAMPLE
CALC_AGE_DX	Age at Primary Diagnosis (Calculated Years)	Calculated elapsed time, in years, between the patient-reported date of birth and patient-reported month and year of primary diagnosis with breast cancer. If no month was reported, diagnosis date was defaulted to January of the reported year.	NUMBER	1	PATIENT
CALC_DIFF_PRIMARY_DX_METS_DX_MONTHS	Time to Metastatic Diagnosis (Calculated Months)	Calculated elapsed time, in months, between the patient-reported month and year of primary diagnosis with breast cancer and the patient-reported month and year of diagnosis with metastatic breast cancer. If no month was reported, diagnosis date was defaulted to January of the reported year.	NUMBER	1	PATIENT
CALC_MET_SETTING	PATH Sample In Metastatic Setting	Calculated variable to classify if samples were taken while the patient had metastatic disease, or prior to metastatic disease. Samples taken less than 4 months prior to the diagnosis of metastatic disease are classified as METASTATIC DISEASE PRESENT	STRING	1	SAMPLE
CALC_TIME_TO_METS_DX_DAYS	MedR Time to Metastatic Diagnosis (Calculated Days)	Calculated elapsed time, in days, between the patient's primary diagnosis with breast cancer and diagnosis with metastatic breast cancer as reported in the medical record	NUMBER	1	PATIENT
CALC_TIME_TO_METS_DX_MONTHS	MedR Time to Metastatic Diagnosis (Calculated Months)	Calculated elapsed time, in months, between patient's primary diagnosis with breast cancer and diagnosis with metastatic breast cancer as reported in the medical record	NUMBER	1	PATIENT
CALC_TREATMENT_NAIVE	PATH Sample Treatment Naive	Calculated variable that is set to YES if a sample was taken prior to the start of any medical therapy	STRING	1	SAMPLE
CAM_5_2	CAM 5.2	CAM 5.2	STRING	1	SAMPLE
CANCER_DNA_FRACTION	Cancer DNA Fraction	Cancer DNA Fraction	STRING	1	SAMPLE
CANCER_PROCUREMENT_STATE_PROVINCE	Cancer Procurement State Province	Cancer Procurement State Province	STRING	1	SAMPLE
CANCER_TYPE	Cancer Type	Cancer Type	STRING	1	SAMPLE
CANCER_TYPE_ACRONYM	TCGA PanCanAtlas Cancer Type Acronym	Text field to hold cancer type acronym used by TCGA PanCanAtlas.	STRING	1	PATIENT
CANCER_TYPE_DETAILED	Cancer Type Detailed	Cancer Type Detailed	STRING	1	SAMPLE
CAPSULAR_INVASION	CAPSULAR INVASION	CAPSULAR INVASION	STRING	1	SAMPLE
CAPTURE_BAIT_SET	Capture Bait Set	Bait Set used in capture	STRING	1	SAMPLE
CARBO	Carbo	Carbo.	STRING	1	SAMPLE
CARBON_MONOXIDE_DIFFUSION_DLCO	Carbon monoxide diffusion dlco	Carbon monoxide diffusion dlco	NUMBER	1	PATIENT
CATEGORY_SAMPLE	Category of Sample	Category of Sample	STRING	1	SAMPLE
CAUSE_OF_DEATH_OTHER	Cause of death other	Death cause text	STRING	1	PATIENT
CAUSE_OF_DEATH_SOURCE	Cause of death source	Source of patient death reason	STRING	1	PATIENT
CA_125	CA-125	CA-125	NUMBER	1	PATIENT
CA_19_9	CA 19-9 Value	CA 19-9 Value	NUMBER	1	PATIENT
CBEST_B_MEM	CBSET B cells memory	CIBERSORT-ESTIMATE B cells memory	NUMBER	1	SAMPLE
CBEST_B_NAIVE	CBSET B cells naive	CIBERSORT-ESTIMATE B cells naive	NUMBER	1	SAMPLE
CBEST_DENDRITIC_ACT	CBSET Dendritic cells activated	CIBERSORT-ESTIMATE Dendritic cells activated	NUMBER	1	SAMPLE
CBEST_DENDRITIC_REST	CBSET Dendritic cells resting	CIBERSORT-ESTIMATE Dendritic cells resting	NUMBER	1	SAMPLE
CBEST_EOSINOPHILS	CBSET Eosinophils	CIBERSORT-ESTIMATE Eosinophils	NUMBER	1	SAMPLE
CBEST_MACRO_M0	CBSET Macrophages M0	CIBERSORT-ESTIMATE Macrophages M0	NUMBER	1	SAMPLE
CBEST_MACRO_M1	CBSET Macrophages M1	CIBERSORT-ESTIMATE Macrophages M1	NUMBER	1	SAMPLE
CBEST_MACRO_M2	CBSET Macrophages M2	CIBERSORT-ESTIMATE Macrophages M2	NUMBER	1	SAMPLE
CBEST_MAST_ACT	CBSET Mast cells activated	CIBERSORT-ESTIMATE Mast cells activated	NUMBER	1	SAMPLE
CBEST_MAST_REST	CBSET Mast cells resting	CIBERSORT-ESTIMATE Mast cells resting	NUMBER	1	SAMPLE
CBEST_MONO	CBSET Monocytes	CIBERSORT-ESTIMATE Monocytes	NUMBER	1	SAMPLE
CBEST_NEUTROPHILS	CBSET Neutrophils	CIBERSORT-ESTIMATE Neutrophils	NUMBER	1	SAMPLE
CBEST_NK_ACT	CBSET NK cells activated	CIBERSORT-ESTIMATE NK cells activated	NUMBER	1	SAMPLE
CBEST_NK_REST	CBSET NK cells resting	CIBERSORT-ESTIMATE NK cells resting	NUMBER	1	SAMPLE
CBEST_PLASMA	CBSET Plasma cells	CIBERSORT-ESTIMATE Plasma cells	NUMBER	1	SAMPLE
CBEST_T_CD4_MEM_ACT	CBSET T cells CD4 memory activated	CIBERSORT-ESTIMATE T cells CD4 memory activated	NUMBER	1	SAMPLE
CBEST_T_CD4_MEM_REST	CBSET T cells CD4 memory resting	CIBERSORT-ESTIMATE T cells CD4 memory resting	NUMBER	1	SAMPLE
CBEST_T_CD4_NAIVE	CBSET T cells CD4 naive	CIBERSORT-ESTIMATE T cells CD4 naive	NUMBER	1	SAMPLE
CBEST_T_CD8	CBSET T cells CD8	CIBERSORT-ESTIMATE T cells CD8	NUMBER	1	SAMPLE
CBEST_T_FOLLI_HEL	CBSET T cells follicular helper	CIBERSORT-ESTIMATE T cells follicular helper	NUMBER	1	SAMPLE
CBEST_T_G_D	CBSET T cells gamma delta	CIBERSORT-ESTIMATE T cells gamma delta	NUMBER	1	SAMPLE
CBEST_T_REG	CBSET T cells regulatory (Tregs)	CIBERSORT-ESTIMATE T cells regulatory (Tregs)	NUMBER	1	SAMPLE
CBFT2A3_GLIS	CBFT2A3-GLIS	CBFT2A3 GLIS gene fusion	STRING	1	SAMPLE
CBIOPORTAL_UPLOAD_DATE	cBioPortal Upload Date	cBioPortal Upload Date	STRING	1	SAMPLE
CBIO_PROJECT_NAME	Cbioportal Project Name	Cbioportal Project Name	STRING	1	SAMPLE
CC_TT	CC>TT	CC>TT	STRING	1	SAMPLE
CD10_STATUS	CD10 Status	CD10 Status	STRING	1	SAMPLE
CD14_NEG_CD16_NEG_OUTOF_CD45POS	CD14-, CD16-	CD14-, CD16- (% of CD45+ cells)	STRING	1	SAMPLE
CD14_POS_CD16_POS_OUTOF_CD45POS	CD14+, CD16+	CD14+, CD16+ (% of CD45+ cells)	STRING	1	SAMPLE
CD15_POS_CD16_POS_OUTOF_CD45POS	CD15+ CD16+	CD15+, CD16+ (% of CD45+ cells)	STRING	1	SAMPLE
CD19_PERCENTAGE	CD19 %	CD19 %	STRING	1	PATIENT
CD19_POS_OUTOF_CD45POS	CD19+	CD19+ (% of CD45+ cells)	STRING	1	SAMPLE
CD33_PERCENTAGE	CD33%	CD33%	STRING	1	PATIENT
CD38_PERCENTAGE	CD38 %	CD38 %	STRING	1	PATIENT
CD3_NEG_CD56_POS_CD16_NEG_OUTOF_CD45POS	CD3-, CD56+, CD16-	CD3-, CD56+, CD16- (% of CD45+ cells)	STRING	1	SAMPLE
CD3_NEG_CD56_POS_CD16_POS_OUTOF_CD45POS	CD3-, CD56+, CD16+	CD3-, CD56+, CD16+ (% of CD45+ cells)	STRING	1	SAMPLE
CD3_POS_OUTOF_CD45POS	CD3+	CD3+ (% of CD45+ cells)	STRING	1	SAMPLE
CD3_POS_WTT	CD3+	CD3+ (% of whole tumor tissue)	STRING	1	SAMPLE
CD45_NEGATIVE	CD45 Negative	CD45 Negative	STRING	1	PATIENT
CD45_POS_WTT	CD45+	CD45+ (% of whole tumor tissue)	STRING	1	SAMPLE
CD4_COUNTS_AT_DIAGNOSIS	NADIR CD4 Counts at Diagnosis	NADIR CD4 Counts at Diagnosis	NUMBER	1	SAMPLE
CD56_POSITIVE	CD56 Positive	CD56 Positive	STRING	1	PATIENT
CD5_PERCENTAGE	CD5 %	CD5 %	STRING	1	PATIENT
CDC_HIV_RISK_GROUP	CDC HIV Risk Group	CDC HIV Risk Group	STRING	1	PATIENT
CDH1_STATUS	CDH1 Status	CDH1 Status	STRING	1	SAMPLE
CDK12_CNA	CDK12 CNA	CDK12 CNA	STRING	1	SAMPLE
CDK12_MUT	CDK12 Mutation	CDK12 Mutation	NUMBER	1	SAMPLE
CDKN1B_CNA	CDKN1B CNA	CDKN1B CNA	STRING	1	SAMPLE
CDKN1B_MUT	Cdkn1b mut	Cdkn1b mut	NUMBER	1	PATIENT
CDKN2A_DEL	CDKN2A Deletion	CDKN2A Deletion	STRING	1	SAMPLE
CDKN2A_MET	CDKN2A Methylation	CDKN2A Methylation	STRING	1	SAMPLE
CDKN2A_MUTATION	CDKN2A Mutation	CDKN2A Mutation	STRING	1	SAMPLE
CDKN2A_SILENCING	CDKN2A Silencing	Epigenetic silencing status of CDKN2A.	STRING	1	SAMPLE
CEA	CEA	The value of carcinoembryonic antigen (CEA) test	STRING	1	PATIENT
CEA_RESULTS	CEA Results	CEA Results	STRING	1	PATIENT
CEBPA_MUTATION	CEBPA Mutation	CEBPA mutation.	STRING	1	SAMPLE
CEBPA_NEGATIVE	Negative for CEBPA	Negative for CEBPA	STRING	1	SAMPLE
CEBPA_POSITIVE	Positive for CEBPA	Positive for CEBPA	STRING	1	SAMPLE
CELLULARITY	Cellularity	Tumor Content	NUMBER	1	SAMPLE
CELL_DIFFERENTIATION	Cell Differentiation	Cell Differentiation	STRING	1	SAMPLE
CELL_LINE_INFORMATION	Cell Line Information	Cell Line Information	STRING	1	PATIENT
CELL_LINE_ORIGIN	Cell Line Origin	Cell Line Origin	STRING	1	SAMPLE
