NORMALIZED_COLUMN_HEADER	ATTRIBUTE_TYPE	DATATYPE	DESCRIPTIONS	DISPLAY_NAME	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
BIND	SAMPLE	STRING	BIND.	BIND	1				
BIOCHEMICAL_RECURRENCE_INDICATOR	PATIENT	STRING	Biochemical Recurrence Indicator	Biochemical Recurrence Indicator	1				
BIOCHEMICAL_TESTING	SAMPLE	STRING	Biochemical Testing Performed	Biochemical Testing Performed	1				
BIOPSY_AT_PROGRESSION	SAMPLE	STRING	Biopsy at Progression	Biopsy at Progression	1				
BIOPSY_FROM_IRRADIATED_SITE	PATIENT	STRING	Biopsy From Irradiated Site	Biopsy From Irradiated Site	1				
BIOPSY_GLEASON_SCORE	SAMPLE	STRING	BIOPSY GLEASON SCORE	BIOPSY GLEASON SCORE	1				
BIOPSY_GLEASON_SCORE_1	SAMPLE	STRING	BIOPSY GLEASON SCORE 1	BIOPSY GLEASON SCORE 1	1				
BIOPSY_GLEASON_SCORE_2	SAMPLE	STRING	BIOPSY GLEASON SCORE 2	BIOPSY GLEASON SCORE 2	1				
BIOPSY_OBTAINED	SAMPLE	STRING	Biopsy Obtained at MSK or OSH	Biopsy Obtained at MSK or OSH	1				
BIOPSY_PRE_OR_POST_IPI	PATIENT	STRING	Biopsy pre or post IPI	Biopsy pre or post IPI	1				
BIOPSY_PROCEDURE	PATIENT	STRING	Biopsy procedure.	Biopsy Procedure	1				
BIOPSY_TIME	SAMPLE	STRING	Biopsy Time	Biopsy Time	1				
BIRTH_COUNTRY	PATIENT	STRING	Birth Country	Birth Country	1				
BIRTH_YEAR	PATIENT	NUMBER	Year of Birth	Year of Birth	1				
BKM120_DOSAGE	PATIENT	STRING	BKM120 Dosage (mg)	BKM120 Dosage (mg)	1				
BLADDER_GROUP_GRADE	SAMPLE	STRING	Bladder Group Grade	Bladder Group Grade	1				
BLADDER_GROUP_METASTASIS_STAGE	SAMPLE	STRING	Bladder Group Metastasis Stage	Bladder Group Metastasis Stage	1				
BLADDER_GROUP_NODE_STAGE	SAMPLE	STRING	Bladder Group Node Stage	Bladder Group Node Stage	1				
BLADDER_GROUP_STAGE	SAMPLE	STRING	Bladder Group Stage	Bladder Group Stage	1				
BLADDER_MIBC_CHEMO_TYPE	SAMPLE	STRING	Bladder MIBC Chemo Type	Bladder MIBC Chemo Type	1				
BLADDER_MIBC_NO_CHEMO_PROGRESSIVE	SAMPLE	STRING	Bladder MIBC No Chemo Progressive	Bladder MIBC No Chemo Progressive	1				
BLADDER_MIBC_NO_CHEMO_PROGRESSIVEPRIOR_BCG	SAMPLE	STRING	Bladder MIBC No Chemo Progressiveprior Bcg	Bladder MIBC No Chemo Progressiveprior Bcg	1				
BLADDER_MIBC_OR_NON_MIBC	SAMPLE	STRING	Bladder MIBC Or Non-MIBC	Bladder MIBC Or Non-MIBC	1				
BLADDER_MIBC_PRIOR_INTRAVESICAL_CHEMOTHERAPY	SAMPLE	STRING	Bladder MIBC Prior Intravesical Chemotherapy	Bladder MIBC Prior Intravesical Chemotherapy	1				
BLADDER_MIBC_PROGRESSIVE	SAMPLE	STRING	Bladder MIBC Progressivemibc	Bladder MIBC Progressivemibc	1				
BLADDER_MIBC_SPECIMEN_CHEMOTHERAPY_STATUS	SAMPLE	STRING	Bladder MIBC Specimen Chemotherapy Status	Bladder MIBC Specimen Chemotherapy Status	1				
BLADDER_NECK_INVASION	PATIENT	STRING	Bladder neck invasion	Bladder Neck Invasion	1				
BLADDER_NMIBC_ADJUVANT_BCG	SAMPLE	STRING	Bladder NMIBC Adjuvant Bcg	Bladder NMIBC Adjuvant Bcg	1				
BLADDER_NMIBC_ADJUVANT_MITOMYCIN	SAMPLE	STRING	Bladder NMIBC Adjuvant Mitomycin	Bladder NMIBC Adjuvant Mitomycin	1				
BLADDER_NMIBC_CIS	SAMPLE	STRING	Bladder NMIBC Cis	Bladder NMIBC Cis	1				
BLADDER_NMIBC_CYSTO_FUPTIME	SAMPLE	NUMBER	Bladder NMIBC Cysto Followup Time	Bladder NMIBC Cysto Followup Time	1				
BLADDER_NMIBC_ESTIMATED_TUMOR_SIZE	SAMPLE	STRING	Bladder NMIBC Estimated Tumor Size	Bladder NMIBC Estimated Tumor Size	1				
BLADDER_NMIBC_GROUP	SAMPLE	STRING	Bladder NMIBC Group	Bladder NMIBC Group	1				
BLADDER_NMIBC_HIGH_GRADE_NED_AT_24_MONTHS	SAMPLE	STRING	Bladder NMIBC High Grade Ned At 24 Months	Bladder NMIBC High Grade Ned At 24 Months	1				
BLADDER_NMIBC_HIGH_GRADE_RECURRENCE	SAMPLE	STRING	Bladder NMIBC High Grade Recurrence	Bladder NMIBC High Grade Recurrence	1				
BLADDER_NMIBC_HIGH_GRADE_RECURR_TIME	SAMPLE	NUMBER	Bladder NMIBC High Grade Recurrence Time	Bladder NMIBC High Grade Recurrence Time	1				
BLADDER_NMIBC_NED_AT_24_MONTHS	SAMPLE	STRING	Bladder NMIBC Ned At 24 Months	Bladder NMIBC Ned At 24 Months	1				
BLADDER_NMIBC_RECURRENCE	SAMPLE	STRING	Bladder NMIBC Recurrence	Bladder NMIBC Recurrence	1				
BLADDER_NMIBC_TCGA_SMOKING_CATEGORY	SAMPLE	STRING	Bladder NMIBC Tcga Smoking Category	Bladder NMIBC Tcga Smoking Category	1				
BLADDER_NMIBC_TIME_TO_RECURRENCE	SAMPLE	NUMBER	Bladder NMIBC Time To Recurrence	Bladder NMIBC Time To Recurrence	1				
BLADDER_NMIBC_TUMOR_NUMBER	SAMPLE	STRING	Bladder NMIBC Tumor Number	Bladder NMIBC Tumor Number	1				
BLAST_COUNT	SAMPLE	NUMBER	Blast Count	Blast Count	1				
BLAST_PERCENT_CBC	PATIENT	STRING	BLAST Percentage (CBC)	BLAST Percentage (CBC)	1				
BLEEDING_WEEKS	PATIENT	NUMBER	Bleeding (Weeks)	Bleeding (Weeks)	1				
BLOCK	SAMPLE	NUMBER	Block.	Block	1				
BLOCK_ACCESSION	PATIENT	STRING	block accession	block accession	1				
BLOCK_ID	SAMPLE	STRING	BLOCK ID	BLOCK ID	1				
BLOOD_COLLECTION	PATIENT	STRING	Blood collection	Blood collection	1				
BMI	PATIENT	NUMBER	Body Mass Index	BMI	1				
BMI_CATEGORY	PATIENT	STRING	BMI Category	BMI Category	1				
BM_BLAST_PERCENTAGE	PATIENT	STRING	Bone marrow blast percentage.	Bone Marrow Blast Percentage	1				
BM_DAY_15	PATIENT	NUMBER	Bone Marrow Blasts Day 15	Bone Marrow Blasts Day 15	1				
BM_DAY_29	PATIENT	NUMBER	Bone Marrow Blasts Day 29	Bone Marrow Blasts Day 29	1				
BM_DAY_43	PATIENT	NUMBER	Bone Marrow Blasts Day 43	Bone Marrow Blasts Day 43	1				
BM_DAY_8	PATIENT	NUMBER	Bone Marrow Blasts Day 8	Bone Marrow Blasts Day 8	1				
BONE_MARROW_BIOPSY_PERFORMED	SAMPLE	STRING	Bone Marrow Biopsy Performed	Bone Marrow Biopsy Performed	1				
BONE_MARROW_INVOLVEMENT	SAMPLE	STRING	Bone Marrow Involvement	Bone Marrow Involvement	1				
BONE_MARROW_LEUKEMIC_BLAST_PERCENTAGE	PATIENT	NUMBER	Bone marrow leukemic percentage.	Bone Marrow Leukemic Blast Percentage	1				
BONE_MARROW_SAMPLE_HISTOLOGY	SAMPLE	STRING	Bone Marrow Sample Histology	Bone Marrow Sample Histology	1				
BONE_MARROW_SITE_OF_RELAPSE	SAMPLE	STRING	Bone Marrow Site of Relapse	Bone Marrow Site of Relapse	1				
BONE_SCAN_RESULT	PATIENT	STRING	Bone scan result.	Bone Scan Result	1				
BORBORYGMI_WEEKS	PATIENT	NUMBER	Borborygmi (Weeks)	Borborygmi (Weeks)	1				
BORR	PATIENT	STRING	BORR	BORR	1				
BORRMANN_CLASSIFICATION	PATIENT	STRING	Borrmann classification	Borrmann classification	1				
BOWEL_HABITS_CHANGE_WEEKS	PATIENT	NUMBER	Bowel Habits Change (Weeks)	Bowel Habits Change (Weeks)	1				
BRAC2_GERMLINE	SAMPLE	STRING	BRAC2 GERMLINE	BRAC2 GERMLINE	1				
BRACHYTHERAPY_TOTAL_DOSE_POINT_A	PATIENT	STRING	Brachytherapy first reference point administered total dose	Brachytherapy first reference point administered total dose	1				
BRACHYTHERAPY_TYPE	SAMPLE	STRING	Brachytherapy Type	Brachytherapy Type	1				
BRACHYTHERAPY_TYPE_OTHER	SAMPLE	STRING	Brachytherapy Type Other	Brachytherapy Type Other	1				
BRAFV600E_RAF_CLASS	SAMPLE	NUMBER	BRAFV600E RAF Class	BRAFV600E RAF Class	1				
BRAFV600E_RAF_SCORE	SAMPLE	NUMBER	BRAFV600E RAF Score	BRAFV600E RAF Score	1				
BRAFV600E_RAS	SAMPLE	STRING	BRAF600E mutation vs. RAS mutation sample	BRAF600E mutation vs. RAS mutation sample	1				
BRAF_FUSION	SAMPLE	STRING	BRAF Fusion	BRAF Fusion	1				
BRAF_GENE_ANALYSIS_INDICATOR	SAMPLE	STRING	BRAF Gene Analysis Indicator	BRAF Gene Analysis Indicator	1				
BRAF_GENE_ANALYSIS_RESULT	SAMPLE	STRING	BRAF Gene Analysis Result	BRAF Gene Analysis Result	1				
BRAF_KIAA1549_FUSION	SAMPLE	STRING	BRAF-KIAA1549 fusion	BRAF-KIAA1549 fusion	1				
BRAF_MUTATION	SAMPLE	STRING	BRAF mutation	BRAF mutation	1				
BRAF_SOMATIC	SAMPLE	STRING	BRAF Somatic Mutation	BRAF Somatic Mutation	1				
BRAF_STATUS	SAMPLE	STRING	Braf Status	Braf Status	1				
BRAF_V600E_STATUS	SAMPLE	STRING	BRAF V600E status	BRAF V600E status	1				
BRAF_V600_LEVEL1	SAMPLE	STRING	BRAF V600 Level1	BRAF V600 Level1	1				
BRAIN_METS	PATIENT	STRING	Brain Metatstasis	BRAIN METS	1				
BRCA1_CNA	PATIENT	STRING	Brca1 cna	Brca1 cna	1				
BRCA1_GERMLINE	SAMPLE	STRING	BRCA1 GERMLINE	BRCA1 GERMLINE	1				
BRCA1_GERMLINE_MUT	SAMPLE	NUMBER	BRCA1 Germline Mutation	BRCA1 Germline Mutation	1				
BRCA1_HOMDEL	SAMPLE	STRING	BRCA1 HOMDEL	BRCA1 HOMDEL	1				
BRCA1_MUTATION	SAMPLE	STRING	BRCA1 Mutation is present	BRCA1 Mutation	1				
BRCA1_RESULT	SAMPLE	STRING	BRCA1 Result	BRCA1 Result	1				
BRCA2_CNA	SAMPLE	STRING	BRCA2 CNA	BRCA2 CNA	1				
BRCA2_GERMLINE_MUT	SAMPLE	NUMBER	BRCA2 Germline Mutation	BRCA2 Germline Mutation	1				
BRCA2_HOMDEL	SAMPLE	STRING	BRCA2 HOMDEL	BRCA2 HOMDEL	1				
BRCA2_MUTATION	SAMPLE	STRING	BRCA2 Mutation is present	BRCA2 Mutation	1				
BRCA2_RESULT	SAMPLE	STRING	BRAC2 Result	BRAC2 Result	1				
BRCA_GERMLINE_MUTATIONS	SAMPLE	STRING	BRCA Germline mutation	BRCA Germline mutation	1				
BRCA_TYPE	SAMPLE	STRING	BRCA Type	BRCA Type	1				
BRCA_VARIANT	SAMPLE	STRING	BRCA Variant	BRCA Variant	1				
BRC_RECEPTOR_SUBTYPE	SAMPLE	STRING	BRCA Receptor Subtype	BRCA Receptor Subtype	1				
BREAST_CANCER_RECEPTOR_STATUS	SAMPLE	STRING	Breast Cancer Receptor Status	Breast Cancer Receptor Status	1				
BREAST_CANCER_RECEPTOR_STATUS_DETAILED	SAMPLE	STRING	Breast Cancer Receptor Status Detailed	Breast Cancer Receptor Status Detailed	1				
BREAST_CANCER_RECEPTOR_STATUS_FINAL	PATIENT	STRING	Breast Cancer Receptor Status Final	Breast Cancer Receptor Status Final	1				
BREAST_CANCER_RECEPTOR_STATUS_PRIMARY	SAMPLE	STRING	Breast Cancer Receptor Status Primary	Breast Cancer Receptor Status Primary	1				
BREAST_SURGERY	PATIENT	STRING	Type of Breast Surgery	Type of Breast Surgery	1				
BRESLOW_DEPTH	SAMPLE	STRING	breslow depth	breslow depth	1				
BRONCHOSCOPY	PATIENT	STRING	Bronchoscopy	Bronchoscopy	1				
BUBBLE_GROUP	SAMPLE	STRING	Bubble Group	Bubble Group	1				
BXCEP17_COPY	SAMPLE	STRING	Copy number of CEP17 in the pathology report. This is the number of copies of the CEP17 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	PATH CEP17 Copy	1				
BXHER2_COPY	SAMPLE	STRING	Copy number of HER2 in the pathology report. This is the number of copies of the HER2 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	PATH HER2 Copy	1				
BXHER2_RATIO	SAMPLE	STRING	Ratio of HER2/CEP17 in the pathology report. This is one component of the Flourescence In Situ Hybridization (FISH) test. This ratio is used to determine if the HER2 gene is overexpressed, relative to the CEP17 protein, which acts as a baseline measurement. HER2/CEP17 ratios >2.2 indicate a HER2 Positive tumor.	PATH HER2 CEP17 Ratio	1				
BX_DCIS	SAMPLE	STRING	Notes if Ductal Carcinoma In Situ was reported in the pathology report	PATH DCIS Reported	1				
BX_EPITHELIOID	SAMPLE	STRING	Sample has epithelioid characteristics	PATH Epithelioid	1				
BX_ER	SAMPLE	STRING	Estrogen Receptor (ER) status reported in the pathology report	PATH Estrogen Receptor Status	1				
BX_GRADE	SAMPLE	STRING	Sample grade reported in the pathology report	PATH Sample Grade	1				
BX_HER2FISH	SAMPLE	STRING	HER2 Flourescence In Situ Hyrbridization (FISH) results in the pathology report. This is most commonly performed on tumor samples with a HER2 Immunohistochemistry (IHC) score of 2+, or equivocal. This is an additional test that aims to measure whether or not the HER2 gene is overexpressed in a tumor sample.	PATH HER2 FISH	1				
BX_HER2IHC	SAMPLE	STRING	HER2 Immunohistochemistry (IHC) results in the pathology report. This test involves staining tissue samples and looking at them under a microscope to determine if the HER2 protein is overexpressed in the sample. Results can be reported as 0+, 1+, 2+, or 3+. 0+ and 1+ indicate a HER2 negative tumor, 2+ is considered equivocal and may require further testing, and 3+ indicates a HER2 Positive tumor.	PATH HER2 IHC	1				
BX_HER2OVERALL	SAMPLE	STRING	HER2 status reported in the pathology report	PATH HER2 Status	1				
BX_HISTOLOGY	SAMPLE	STRING	The sample's histology reported in the pathology report (IDC = Invasive Ductal Carcinoma, ILC = Invasive Lobular Carcinoma).	PATH Sample Histology	1				
BX_KI67	SAMPLE	STRING	The percentage of Ki67 reported in the pathology report	PATH Ki67 Percentage	1				
BX_LCIS	SAMPLE	STRING	Notes if Lobular Carcinoma In Situ was reported in the pathology report	PATH LCIS Reported	1				
BX_LOCATION	SAMPLE	STRING	The location in the body where the biopsy or surgery was performed	PATH Procedure Location	1				
BX_NOTES	SAMPLE	STRING	Additional information regarding the sample	PATH Sample notes	1				
BX_NUCLEAR_GRADE	SAMPLE	STRING	Nuclear grade of the sample	PATH Nuclear Grade	1				
BX_PERCENT_ER	SAMPLE	STRING	Percentage of Estrogen Receptor (ER) reported in the pathology report. A value of >= 1% indicates an ER Positive tumor.	PATH Estrogen Receptor Percentage	1				
BX_PERCENT_PR	SAMPLE	STRING	Progesterone Receptor (PR) percentage reported in the pathology report. A value of >=1% indicates a PR Positive tumor.	PATH Progesterone Receptor Percentage	1				
BX_PR	SAMPLE	STRING	Progesterone Receptor (PR) status as reported in the pathology report	PATH Progesterone Receptor Status	1				
BX_SIDEDNESS_BREAST	SAMPLE	STRING	Left or right sidedness for breast procedures	PATH Breast Procedure Laterality	1				
BX_SPINDLE_CELL	SAMPLE	STRING	Sample has spindle cell characteristics	PATH Spindle Cell	1				
BX_TIME_DAYS	SAMPLE	NUMBER	Sample collection time in days from primary diagnosis	PATH Sample Collection Time	1				
BX_TYPE	SAMPLE	STRING	The procedure performed to obtain the sample	PATH Procedure Type	1				
BX_VASOFORMATIVE	SAMPLE	STRING	Sample has vasoformative characteristics	PATH Vasoformative	1				
B_CELLS_MEMORY	SAMPLE	NUMBER	B cells memory	B cells memory	1				
B_CELLS_NAIVE	SAMPLE	NUMBER	B cells naive	B cells naive	1				
B_CELL_GENOTYPE_METHOD	SAMPLE	STRING	B Cell Genotype Method	B Cell Genotype Method	1				
CABAZI	SAMPLE	STRING	Cabazi.	Cabazi	1				
CAISIS_AGE	PATIENT	STRING	Age at which a condition or disease was first diagnosed, as supplied by CAISIS.	CAISIS (Diagnosis Age)	1				
CAISIS_AGENT	PATIENT	STRING	Agent used for the treatment , as provided by CAISIS.	CAISIS (Agent)	1				
CAISIS_DFS_MONTHS	PATIENT	NUMBER	Disease free (months) since initial treatment, as provided by CAISIS.	CAISIS (Disease Free Months)	1				
CAISIS_DFS_STATUS	PATIENT	STRING	Disease free status since initial diagnosis, as provided by CAISIS.	CAISIS (Disease Free Status)	1				
CAISIS_DIAGNOSTIC_DATE	PATIENT	NUMBER	Diagnsotic date , as provided by CAISIS.	CAISIS (Diagnostic Date)	1				
CAISIS_DIAGNOSTIC_NOTES	PATIENT	STRING	Notes from the diagnostics , as provided by CAISIS.	CAISIS (Diagnostic Notes)	1				
CAISIS_DIAGNOSTIC_TARGET	PATIENT	STRING	Diagnostic target, as provided by CAISIS.	CAISIS (Diagnostic Target)	1				
CAISIS_EVENT_TYPE	PATIENT	STRING	Type of event which can be a treatment, imaging, surgery, specimen collection or status , as provided by CAISIS.	CAISIS (Event Type)	1				
CAISIS_GENDER	PATIENT	STRING	Patient gender, as supplied by CAISIS.	CAISIS (Person Gender)	1				
CAISIS_MGMT_STATUS	SAMPLE	STRING	MGMT Status, as supplied by CAISIS	CAISIS (MGMT Status)	1				
CAISIS_NOTE	PATIENT	STRING	Additional Notes , as provided by CAISIS.	CAISIS (Note)	1				
CAISIS_OS_MONTHS	PATIENT	NUMBER	Overall survival in months since initial diagnosis, as provided by CAISIS.	CAISIS (Overall Survival Months)	1				
CAISIS_OS_STATUS	PATIENT	STRING	Overall patient survival status, as provided by CAISIS.	CAISIS (Overall Survival Status)	1				
CAISIS_RESULT	PATIENT	STRING	Results, as provided by CAISIS.	CAISIS (Result)	1				
CAISIS_SAMPLE_HISTOLOGY	SAMPLE	STRING	Sample Histology, as supplied by CAISIS	CAISIS (Sample Histology)	1				
CAISIS_START_DATE	PATIENT	NUMBER	Start date of an event, as provided by CAISIS.	CAISIS (Start date)	1				
CAISIS_STATUS	PATIENT	STRING	Status of the patient, as provided by CAISIS.	CAISIS (Status)	1				
CAISIS_STOP_DATE	PATIENT	NUMBER	End date of an event , as provided by CAISIS.	CAISIS (End date)	1				
CAISIS_SUBTYPE	PATIENT	STRING	Subtype of the treatment, as provided by CAISIS.	CAISIS (Subtype)	1				
CAISIS_TREATMENT_TYPE	PATIENT	STRING	Type of Treatment which can be medical or radiation therapies, as provided by CAISIS.	CAISIS (Treatment type)	1				
CAISIS_WHO_GRADE	SAMPLE	STRING	WHO Grade, as aupplied by CAISIS	CAISIS (WHO Grade)	1				
CALC_AGE_DX	PATIENT	NUMBER	Calculated elapsed time, in years, between the patient-reported date of birth and patient-reported month and year of primary diagnosis with breast cancer. If no month was reported, diagnosis date was defaulted to January of the reported year.	Age at Primary Diagnosis (Calculated Years)	1				
CALC_DIFF_PRIMARY_DX_METS_DX_MONTHS	PATIENT	NUMBER	Calculated elapsed time, in months, between the patient-reported month and year of primary diagnosis with breast cancer and the patient-reported month and year of diagnosis with metastatic breast cancer. If no month was reported, diagnosis date was defaulted to January of the reported year.	Time to Metastatic Diagnosis (Calculated Months)	1				
CALC_MET_SETTING	SAMPLE	STRING	Calculated variable to classify if samples were taken while the patient had metastatic disease, or prior to metastatic disease. Samples taken less than 4 months prior to the diagnosis of metastatic disease are classified as METASTATIC DISEASE PRESENT	PATH Sample In Metastatic Setting	1				
CALC_TIME_TO_METS_DX_DAYS	PATIENT	NUMBER	Calculated elapsed time, in days, between the patient's primary diagnosis with breast cancer and diagnosis with metastatic breast cancer as reported in the medical record	MedR Time to Metastatic Diagnosis (Calculated Days)	1				
CALC_TIME_TO_METS_DX_MONTHS	PATIENT	NUMBER	Calculated elapsed time, in months, between patient's primary diagnosis with breast cancer and diagnosis with metastatic breast cancer as reported in the medical record	MedR Time to Metastatic Diagnosis (Calculated Months)	1				
CALC_TREATMENT_NAIVE	SAMPLE	STRING	Calculated variable that is set to YES if a sample was taken prior to the start of any medical therapy	PATH Sample Treatment Naive	1				
CAM_5_2	SAMPLE	STRING	CAM 5.2	CAM 5.2	1				
CANCER_DNA_FRACTION	SAMPLE	STRING	Cancer DNA Fraction	Cancer DNA Fraction	1				
CANCER_PROCUREMENT_STATE_PROVINCE	SAMPLE	STRING	Cancer Procurement State Province	Cancer Procurement State Province	1				
CANCER_TYPE	SAMPLE	STRING	Cancer Type	Cancer Type	1				
CANCER_TYPE_ACRONYM	PATIENT	STRING	Text field to hold cancer type acronym used by TCGA PanCanAtlas.	TCGA PanCanAtlas Cancer Type Acronym	1				
CANCER_TYPE_DETAILED	SAMPLE	STRING	Cancer Type Detailed	Cancer Type Detailed	1				
CAPSULAR_INVASION	SAMPLE	STRING	CAPSULAR INVASION	CAPSULAR INVASION	1				
CAPTURE_BAIT_SET	SAMPLE	STRING	Bait Set used in capture	Capture Bait Set	1				
CARBO	SAMPLE	STRING	Carbo.	Carbo	1				
CARBON_MONOXIDE_DIFFUSION_DLCO	PATIENT	NUMBER	Carbon monoxide diffusion dlco	Carbon monoxide diffusion dlco	1				
CATEGORY_SAMPLE	SAMPLE	STRING	Category of Sample	Category of Sample	1				
CAUSE_OF_DEATH_OTHER	PATIENT	STRING	Death cause text	Cause of death other	1				
CAUSE_OF_DEATH_SOURCE	PATIENT	STRING	Source of patient death reason	Cause of death source	1				
CA_125	PATIENT	NUMBER	CA-125	CA-125	1				
CA_19_9	PATIENT	NUMBER	CA 19-9 Value	CA 19-9 Value	1				
CBEST_B_MEM	SAMPLE	NUMBER	CIBERSORT-ESTIMATE B cells memory	CBSET B cells memory	1				
CBEST_B_NAIVE	SAMPLE	NUMBER	CIBERSORT-ESTIMATE B cells naive	CBSET B cells naive	1				
CBEST_DENDRITIC_ACT	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Dendritic cells activated	CBSET Dendritic cells activated	1				
CBEST_DENDRITIC_REST	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Dendritic cells resting	CBSET Dendritic cells resting	1				
CBEST_EOSINOPHILS	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Eosinophils	CBSET Eosinophils	1				
CBEST_MACRO_M0	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Macrophages M0	CBSET Macrophages M0	1				
CBEST_MACRO_M1	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Macrophages M1	CBSET Macrophages M1	1				
CBEST_MACRO_M2	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Macrophages M2	CBSET Macrophages M2	1				
CBEST_MAST_ACT	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Mast cells activated	CBSET Mast cells activated	1				
CBEST_MAST_REST	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Mast cells resting	CBSET Mast cells resting	1				
CBEST_MONO	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Monocytes	CBSET Monocytes	1				
CBEST_NEUTROPHILS	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Neutrophils	CBSET Neutrophils	1				
CBEST_NK_ACT	SAMPLE	NUMBER	CIBERSORT-ESTIMATE NK cells activated	CBSET NK cells activated	1				
CBEST_NK_REST	SAMPLE	NUMBER	CIBERSORT-ESTIMATE NK cells resting	CBSET NK cells resting	1				
CBEST_PLASMA	SAMPLE	NUMBER	CIBERSORT-ESTIMATE Plasma cells	CBSET Plasma cells	1				
CBEST_T_CD4_MEM_ACT	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells CD4 memory activated	CBSET T cells CD4 memory activated	1				
CBEST_T_CD4_MEM_REST	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells CD4 memory resting	CBSET T cells CD4 memory resting	1				
CBEST_T_CD4_NAIVE	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells CD4 naive	CBSET T cells CD4 naive	1				
CBEST_T_CD8	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells CD8	CBSET T cells CD8	1				
CBEST_T_FOLLI_HEL	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells follicular helper	CBSET T cells follicular helper	1				
CBEST_T_G_D	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells gamma delta	CBSET T cells gamma delta	1				
CBEST_T_REG	SAMPLE	NUMBER	CIBERSORT-ESTIMATE T cells regulatory (Tregs)	CBSET T cells regulatory (Tregs)	1				
CBFT2A3_GLIS	SAMPLE	STRING	CBFT2A3 GLIS gene fusion	CBFT2A3-GLIS	1				
CBIOPORTAL_UPLOAD_DATE	SAMPLE	STRING	cBioPortal Upload Date	cBioPortal Upload Date	1				
