enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000215539	ENSP00000215539	605	P35858	IGFALS
ENST00000215555	ENSP00000215555	246	Q9P0N8	MARCH2
ENST00000215565	ENSP00000215565	137	P17568	NDUFB7
ENST00000215567	ENSP00000215567	308	Q9NZ01	TECR
ENST00000215570	ENSP00000215570	95	Q9Y5L4	TIMM13
ENST00000215574	ENSP00000215574	236	P49427	CDC34
ENST00000215582	ENSP00000215582	679	Q8IVT2	MISP
ENST00000215587	ENSP00000215587	210	P19388	POLR2E
ENST00000215631	ENSP00000215631	160	O75293	GADD45B
ENST00000215637	ENSP00000215637	382	Q13477	MADCAM1
ENST00000215659	ENSP00000215659	367	P53778	MAPK12
ENST00000215727	ENSP00000215727	499	P05546	SERPIND1
ENST00000215730	ENSP00000215730	258	O95721	SNAP29
ENST00000215739	ENSP00000215739	840	Q8N653	LZTR1
ENST00000215742	ENSP00000215742	309	Q9BT49	THAP7
ENST00000215743	ENSP00000215743	488	P24347	MMP11
ENST00000215754	ENSP00000215754	115	P14174	MIF
ENST00000215770	ENSP00000215770	134	A6NHG4	DDTL
ENST00000215780	ENSP00000215780	244	P0CG29	GSTT2
ENST00000215781	ENSP00000215781	252	P13725	OSM
ENST00000215790	ENSP00000215790	508	Q9BXI6	TBC1D10A
ENST00000215793	ENSP00000215793	793	Q15459	SF3A1
ENST00000215794	ENSP00000215794	372	Q9UMW8	USP18
ENST00000215812	ENSP00000215812	400	Q9UDX4	SEC14L3
ENST00000215829	ENSP00000215829	126	P62318	SNRPD3
ENST00000215832	ENSP00000215832	360	P28482	MAPK1
ENST00000215838	ENSP00000215838	427	P20062	TCN2
ENST00000215855	ENSP00000215855	211	P26998	CRYBB3
ENST00000215882	ENSP00000215882	311	P53007	SLC25A1
ENST00000215885	ENSP00000215885	509	Q9NZ20	PLA2G3
ENST00000215886	ENSP00000215886	132	P05162	LGALS2
ENST00000215904	ENSP00000215904	296	Q96GD0	PDXP
ENST00000215906	ENSP00000215906	369	Q6ICH7	ASPHD2
ENST00000215909	ENSP00000215909	135	P09382	LGALS1
ENST00000215912	ENSP00000215912	263	Q96FE7	PIK3IP1
ENST00000215917	ENSP00000215917	339	Q9UH36	SRRD
ENST00000215939	ENSP00000215939	252	P53674	CRYBB1
ENST00000215941	ENSP00000215941	300	Q6NXT1	ANKRD54
ENST00000215956	ENSP00000215956	128	P55769	SNU13
ENST00000215957	ENSP00000215957	863	Q8N3F8	MICALL1
ENST00000215980	ENSP00000215980	180	Q9NSP4	CENPM
ENST00000216014	ENSP00000216014	214	O43731	KDELR3
ENST00000216024	ENSP00000216024	340	Q14565	DMC1
ENST00000216027	ENSP00000216027	235	Q8IWL3	HSCB
ENST00000216029	ENSP00000216029	126	Q9Y3M2	CBY1
ENST00000216034	ENSP00000216034	142	Q9NS69	TOMM22
ENST00000216036	ENSP00000216036	348	Q9UHP6	RSPH14
ENST00000216037	ENSP00000216037	261	P17861	XBP1
ENST00000216038	ENSP00000216038	505	Q9Y3I0	RTCB
ENST00000216039	ENSP00000216039	202	Q15040	JOSD1
ENST00000216044	ENSP00000216044	669	O00178	GTPBP1
ENST00000216061	ENSP00000216061	966	O75170	PPP6R2
ENST00000216064	ENSP00000216064	717	Q9UH99	SUN2
ENST00000216068	ENSP00000216068	105	O96015	DNAL4
ENST00000216071	ENSP00000216071	290	O95567	C22orf31
ENST00000216075	ENSP00000216075	285	Q9UGB7	MIOX
ENST00000216085	ENSP00000216085	386	Q9Y3P4	RHBDD3
ENST00000216099	ENSP00000216099	386	Q96AK3	APOBEC3D
ENST00000216101	ENSP00000216101	203	Q92737	RASL10A
ENST00000216106	ENSP00000216106	601	Q9UGU5	HMGXB4
ENST00000216115	ENSP00000216115	160	Q13323	BIK
ENST00000216117	ENSP00000216117	288	P09601	HMOX1
ENST00000216121	ENSP00000216121	284	Q9BPW8	NIPSNAP1
ENST00000216122	ENSP00000216122	734	P33992	MCM5
ENST00000216127	ENSP00000216127	266	Q96D21	RASD2
ENST00000216129	ENSP00000216129	644	Q14166	TTLL12
ENST00000216133	ENSP00000216133	251	O95931	CBX7
ENST00000216139	ENSP00000216139	421	P10323	ACR
ENST00000216144	ENSP00000216144	215	Q86V35	CABP7
ENST00000216146	ENSP00000346001	403	P39023	RPL3
ENST00000216160	ENSP00000216160	504	Q15750	TAB1
ENST00000216177	ENSP00000216177	429	Q7Z6Z6	PNPLA5
ENST00000216180	ENSP00000216180	481	Q9NST1	PNPLA3
ENST00000216181	ENSP00000216181	1960	P35579	MYH9
ENST00000216185	ENSP00000216185	166	Q99757	TXN2
ENST00000216187	ENSP00000216187	684	Q8IWF2	FOXRED2
ENST00000216190	ENSP00000216190	548	O15371	EIF3D
ENST00000216194	ENSP00000216194	484	P30566	ADSL
ENST00000216200	ENSP00000216200	110	P20472	PVALB
ENST00000216211	ENSP00000216211	287	O75631	UPK3A
ENST00000216214	ENSP00000216214	357	Q9NWS6	FAM118A
ENST00000216218	ENSP00000216218	369	P50502	ST13
ENST00000216223	ENSP00000216223	551	P14784	IL2RB
ENST00000216225	ENSP00000216225	108	P62877	RBX1
ENST00000216237	ENSP00000216237	705	Q969R5	L3MBTL2
ENST00000216241	ENSP00000216241	762	Q6NUI6	CHADL
ENST00000216252	ENSP00000216252	110	Q7RTV0	PHF5A
ENST00000216254	ENSP00000216254	780	Q99798	ACO2
ENST00000216259	ENSP00000216259	262	Q92871	PMM1
ENST00000216264	ENSP00000216264	537	Q8TCT0	CERK
ENST00000216267	ENSP00000216267	1058	O95696	BRD1
ENST00000216268	ENSP00000216268	1171	O75132	ZBED4
ENST00000216271	ENSP00000216271	669	Q969S8	HDAC10
ENST00000216274	ENSP00000216274	518	Q9Y572	RIPK3
ENST00000216277	ENSP00000216277	745	P51003	PAPOLA
ENST00000216281	ENSP00000216281	732	P07900	HSP90AA1
ENST00000216286	ENSP00000216286	1375	Q14112	NID2
ENST00000216294	ENSP00000216294	368	Q16533	SNAPC1
ENST00000216297	ENSP00000216297	1047	Q9Y5B9	SUPT16H
ENST00000216330	ENSP00000216330	224	Q00688	FKBP3
ENST00000216336	ENSP00000216336	255	P08311	CTSG
ENST00000216338	ENSP00000216338	246	P20718	GZMH
ENST00000216341	ENSP00000216341	247	P10144	GZMB
ENST00000216361	ENSP00000216361	550	O43405	COCH
ENST00000216367	ENSP00000216367	527	P56282	POLE2
ENST00000216373	ENSP00000216373	1332	Q07890	SOS2
ENST00000216392	ENSP00000216392	847	P06737	PYGL
ENST00000216410	ENSP00000216410	184	Q96EK6	GNPNAT1
ENST00000216416	ENSP00000216416	144	O95406	CNIH1
ENST00000216420	ENSP00000216420	332	Q99675	CGRRF1
ENST00000216442	ENSP00000216442	247	Q9Y5K8	ATP6V1D
ENST00000216445	ENSP00000216445	296	Q9NVL8	CCDC198
ENST00000216446	ENSP00000216446	353	Q9NYT0	PLEK2
ENST00000216452	ENSP00000216452	188	Q14442	PIGH
ENST00000216455	ENSP00000216455	255	P25788	PSMA3
ENST00000216468	ENSP00000216468	325	Q6PL24	TMED8
ENST00000216471	ENSP00000216471	674	Q9P1V8	SAMD15
ENST00000216479	ENSP00000216479	338	O95433	AHSA1
ENST00000216484	ENSP00000216484	562	O15270	SPTLC2
ENST00000216487	ENSP00000216487	985	Q8TB24	RIN3
ENST00000216489	ENSP00000216489	389	Q13686	ALKBH1
ENST00000216492	ENSP00000216492	457	P10645	CHGA
ENST00000216500	ENSP00000216500	339	Q9Y394	DHRS7
ENST00000216513	ENSP00000216513	781	Q9UIU6	SIX4
ENST00000216540	ENSP00000216540	349	Q14973	SLC10A1
ENST00000216554	ENSP00000216554	431	P55010	EIF5
ENST00000216629	ENSP00000216629	353	P46663	BDKRB1
ENST00000216639	ENSP00000216639	396	Q99986	VRK1
ENST00000216714	ENSP00000216714	318	P27695	APEX1
ENST00000216727	ENSP00000216727	306	Q86U42	PABPN1
ENST00000216733	ENSP00000216733	561	O43281	EFS
ENST00000216756	ENSP00000216756	212	Q9BW66	CINP
ENST00000216774	ENSP00000216774	504	P61011	SRP54
ENST00000216775	ENSP00000216775	557	O95741	CPNE6
ENST00000216797	ENSP00000216797	317	P25963	NFKBIA
ENST00000216799	ENSP00000216799	208	Q9Y3B6	EMC9
ENST00000216802	ENSP00000216802	239	Q9UL46	PSME2
ENST00000216807	ENSP00000216807	323	Q5PSV4	BRMS1L
ENST00000216832	ENSP00000216832	717	Q9H307	PNN
ENST00000216840	ENSP00000216840	567	Q92696	RABGGTA
ENST00000216862	ENSP00000216862	514	Q07973	CYP24A1
ENST00000216879	ENSP00000216879	370	Q9UNZ2	NSFL1C
ENST00000216951	ENSP00000216951	474	P48637	GSS
ENST00000216962	ENSP00000216962	843	P11216	PYGB
ENST00000216968	ENSP00000216968	238	Q9UNN8	PROCR
ENST00000217026	ENSP00000217026	700	P10244	MYBL2
ENST00000217043	ENSP00000217043	253	Q9H3Y0	R3HDML
ENST00000217073	ENSP00000217073	614	Q4VXU2	PABPC1L
ENST00000217086	ENSP00000217086	1053	Q9UJQ4	SALL4
ENST00000217109	ENSP00000217109	431	Q05048	CSTF1
ENST00000217130	ENSP00000217130	892	Q96KM6	ZNF512B
ENST00000217131	ENSP00000217131	303	Q9UBR2	CTSZ
ENST00000217133	ENSP00000217133	451	Q9H4B7	TUBB1
ENST00000217159	ENSP00000217159	722	Q96BD0	SLCO4A1
ENST00000217169	ENSP00000217169	298	Q96CA5	BIRC7
ENST00000217173	ENSP00000217173	541	O94941	UBOX5
ENST00000217182	ENSP00000217182	463	Q05639	EEF1A2
ENST00000217185	ENSP00000217185	451	Q13882	PTK6
ENST00000217188	ENSP00000217188	488	Q9H3Y6	SRMS
ENST00000217233	ENSP00000217233	358	Q96RU7	TRIB3
ENST00000217244	ENSP00000217244	391	P68400	CSNK2A1
ENST00000217246	ENSP00000217246	425	A1Z1Q3	MACROD2
ENST00000217254	ENSP00000217254	469	Q9NQ40	SLC52A3
ENST00000217260	ENSP00000217260	234	Q2I0M5	RSPO4
ENST00000217270	ENSP00000217270	384	Q8NFJ6	PROKR2
ENST00000217289	ENSP00000217289	677	Q9BQL6	FERMT1
ENST00000217305	ENSP00000217305	254	P01213	PDYN
ENST00000217320	ENSP00000217320	215	A0PJX2	TLDC2
ENST00000217381	ENSP00000217381	505	Q13424	SNTA1
ENST00000217386	ENSP00000217386	125	P01178	OXT
ENST00000217402	ENSP00000217402	224	Q9H444	CHMP4B
ENST00000217407	ENSP00000217407	481	P18428	LBP
ENST00000217420	ENSP00000217420	525	Q9H598	SLC32A1
ENST00000217423	ENSP00000217423	141	P01036	CST4
ENST00000217426	ENSP00000217426	432	P23526	AHCY
ENST00000217428	ENSP00000217428	89	P49223	SPINT3
ENST00000217446	ENSP00000217446	435	Q9H490	PIGU
ENST00000217455	ENSP00000217455	319	O14734	ACOT8
ENST00000217456	ENSP00000217456	416	Q9HDC9	APMAP
ENST00000217515	ENSP00000217515	289	O43396	TXNL1
ENST00000217652	ENSP00000217652	171	P19105	MYL12A
ENST00000217740	ENSP00000217740	232	Q96EQ8	RNF125
ENST00000217893	ENSP00000217893	264	Q16594	TAF9
ENST00000217901	ENSP00000217901	393	P51553	IDH3G
ENST00000217909	ENSP00000217909	341	Q8WUT9	SLC25A43
ENST00000217926	ENSP00000354723	175	Q7Z2G1	H2BFWT
ENST00000217939	ENSP00000217939	2828	Q9NR99	MXRA5
ENST00000217957	ENSP00000217957	387	Q86XK7	VSIG1
ENST00000217958	ENSP00000217958	226	O75832	PSMD10
ENST00000217961	ENSP00000217961	583	P08842	STS
ENST00000217964	ENSP00000217964	577	O60907	TBL1X
ENST00000217971	ENSP00000217971	195	O00264	PGRMC1
ENST00000217999	ENSP00000217999	184	Q8NHV9	RHOXF1
ENST00000218006	ENSP00000218006	1108	P51841	GUCY2F
ENST00000218008	ENSP00000218008	357	Q9UN42	ATP1B4
ENST00000218032	ENSP00000218032	1041	Q9NR97	TLR8
ENST00000218054	ENSP00000218054	456	Q9BU40	CHRDL1
ENST00000218056	ENSP00000218056	485	Q9H1Z4	WDR13
ENST00000218068	ENSP00000218068	102	O60829	PAGE4
ENST00000218075	ENSP00000218075	452	P23416	GLRA2
ENST00000218099	ENSP00000218099	461	P00740	F9
ENST00000218104	ENSP00000218104	745	P33897	ABCD1
ENST00000218147	ENSP00000218147	1711	Q5H9F3	BCORL1
ENST00000218176	ENSP00000218176	647	Q9NSA2	KCND1
ENST00000218197	ENSP00000218197	325	O95258	SLC25A14
ENST00000218224	ENSP00000218224	265	O60828	PQBP1
ENST00000218230	ENSP00000218230	260	Q9UHG2	PCSK1N
ENST00000218249	ENSP00000218249	278	P0C0E4	RAB40AL
ENST00000218316	ENSP00000218316	617	Q13585	GPR50
ENST00000218340	ENSP00000218340	350	O75695	RP2
ENST00000218343	ENSP00000218343	823	Q92613	JADE3
ENST00000218348	ENSP00000218348	963	P51784	USP11
ENST00000218364	ENSP00000218364	755	O43719	HTATSF1
ENST00000218388	ENSP00000218388	207	P01033	TIMP1
ENST00000218436	ENSP00000218436	1313	Q6UXX5	ITIH6
ENST00000218439	ENSP00000218439	606	Q9UNF1	MAGED2
ENST00000218516	ENSP00000218516	429	P06280	GLA
ENST00000218652	ENSP00000218652	336	Q9NV92	NDFIP2
ENST00000218721	ENSP00000218721	412	O43193	MLNR
ENST00000218758	ENSP00000218758	325	P13686	ACP5
ENST00000218867	ENSP00000218867	291	Q13326	SGCG
ENST00000219022	ENSP00000219022	510	Q6UX06	OLFM4
ENST00000219054	ENSP00000219054	577	Q08AH3	ACSM2A
ENST00000219066	ENSP00000219066	312	P78549	NTHL1
ENST00000219069	ENSP00000219069	683	O14978	ZNF263
ENST00000219070	ENSP00000219070	660	P08253	MMP2
ENST00000219091	ENSP00000219091	554	O95201	ZNF205
ENST00000219097	ENSP00000219097	252	Q9Y5N6	ORC6
ENST00000219139	ENSP00000219139	422	Q9BSU1	C16orf70
ENST00000219150	ENSP00000219150	461	P31146	CORO1A
ENST00000219162	ENSP00000219162	62	P47944	MT4
ENST00000219168	ENSP00000219168	122	O43325	LYRM1
ENST00000219169	ENSP00000219169	127	P61970	NUTF2
ENST00000219172	ENSP00000219172	561	Q96BT3	CENPT
ENST00000219197	ENSP00000219197	193	P23435	CBLN1
ENST00000219204	ENSP00000219204	163	Q9Y2Y0	ARL2BP
ENST00000219207	ENSP00000219207	182	Q9Y342	PLLP
ENST00000219235	ENSP00000219235	93	O00626	CCL22
ENST00000219240	ENSP00000219240	395	Q02127	DHODH
ENST00000219244	ENSP00000219244	94	Q92583	CCL17
ENST00000219252	ENSP00000219252	275	P19387	POLR2C
ENST00000219255	ENSP00000219255	346	Q9NPB6	PARD6A
ENST00000219271	ENSP00000219271	669	P51511	MMP15
ENST00000219281	ENSP00000219281	265	Q9BQ65	USB1
ENST00000219299	ENSP00000219299	377	Q9H0I3	CCDC113
ENST00000219301	ENSP00000219301	395	Q6PEW0	PRSS54
ENST00000219302	ENSP00000219302	169	Q13232	NME3
ENST00000219313	ENSP00000219313	324	P51665	PSMD7
ENST00000219315	ENSP00000219315	473	Q8TBK2	SETD6
ENST00000219320	ENSP00000219320	462	Q9NVC3	SLC38A7
ENST00000219334	ENSP00000219334	655	Q9NY59	SMPD3
ENST00000219343	ENSP00000219343	515	Q92536	SLC7A6
ENST00000219345	ENSP00000219345	412	Q8NCC3	PLA2G15
ENST00000219368	ENSP00000219368	372	Q7L5A8	FA2H
ENST00000219400	ENSP00000219400	79	Q9NRP2	CMC2
ENST00000219406	ENSP00000219406	525	Q13087	PDIA2
ENST00000219409	ENSP00000219409	225	Q99819	ARHGDIG
ENST00000219431	ENSP00000219431	298	P29372	MPG
ENST00000219439	ENSP00000219439	330	Q3SXM5	HSDL1
ENST00000219454	ENSP00000219454	220	Q9HC57	WFDC1
ENST00000219473	ENSP00000219473	798	Q14694	USP10
ENST00000219476	ENSP00000219476	1807	P49815	TSC2
ENST00000219478	ENSP00000219478	480	O60304	ZNF500
ENST00000219479	ENSP00000219479	187	O00746	NME4
ENST00000219481	ENSP00000219481	292	Q9NUI1	DECR2
ENST00000219548	ENSP00000219548	303	Q9UNE7	STUB1
ENST00000219551	ENSP00000219551	438	O75783	RHBDL1
ENST00000219593	ENSP00000219593	745	Q05996	ZP2
ENST00000219596	ENSP00000219596	781	O15553	MEFV
ENST00000219599	ENSP00000219599	314	Q14894	CRYM
ENST00000219611	ENSP00000219611	1086	O75808	CAPN15
ENST00000219660	ENSP00000219660	261	O94778	AQP8
ENST00000219689	ENSP00000219689	1352	Q70CQ4	USP31
ENST00000219700	ENSP00000219700	316	P30519	HMOX2
ENST00000219746	ENSP00000219746	576	O15405	TOX3
ENST00000219789	ENSP00000219789	213	O14735	CDIPT
ENST00000219794	ENSP00000219794	412	O14874	BCKDK
ENST00000219797	ENSP00000219797	458	Q9H7Z6	KAT8
ENST00000219837	ENSP00000219837	458	Q1ED39	KNOP1
ENST00000219905	ENSP00000219905	3065	Q8IWI9	MGA
ENST00000219919	ENSP00000219919	295	O43315	AQP9
ENST00000220003	ENSP00000220003	450	P41240	CSK
ENST00000220058	ENSP00000220058	389	Q96DP5	MTFMT
ENST00000220062	ENSP00000220062	266	Q9NYN1	RASL12
ENST00000220166	ENSP00000220166	335	P09668	CTSH
ENST00000220244	ENSP00000220244	1361	Q8WUJ3	CEMIP
ENST00000220325	ENSP00000220325	541	Q9H223	EHD4
ENST00000220420	ENSP00000220420	720	O43548	TGM5
ENST00000220429	ENSP00000220429	395	Q06547	GABPB1
ENST00000220478	ENSP00000220478	468	Q8WXD2	SCG3
ENST00000220496	ENSP00000220496	304	Q9NVM6	DNAJC17
ENST00000220507	ENSP00000220507	236	Q96L33	RHOV
ENST00000220509	ENSP00000220509	973	Q9P253	VPS18
ENST00000220514	ENSP00000220514	229	O43482	OIP5
ENST00000220531	ENSP00000220531	172	Q9UL45	BLOC1S6
ENST00000220562	ENSP00000220562	919	O43909	EXTL3
ENST00000220584	ENSP00000220584	417	P37268	FDFT1
ENST00000220592	ENSP00000220592	859	Q9UKV8	AGO2
ENST00000220597	ENSP00000220597	432	Q9NWQ8	PAG1
ENST00000220616	ENSP00000220616	2768	P01266	TG
ENST00000220659	ENSP00000220659	419	Q9HAW0	BRF2
ENST00000220669	ENSP00000220669	268	Q8TCF1	ZFAND1
ENST00000220676	ENSP00000220676	2156	P56715	RP1
ENST00000220751	ENSP00000220751	540	O43353	RIPK2
ENST00000220763	ENSP00000220763	472	Q9Y646	CPQ
ENST00000220764	ENSP00000220764	335	Q16698	DECR1
ENST00000220772	ENSP00000220772	314	Q8N474	SFRP1
ENST00000220809	ENSP00000220809	562	P00750	PLAT
ENST00000220812	ENSP00000220812	224	Q9UBT3	DKK4
ENST00000220822	ENSP00000220822	358	Q8TB36	GDAP1
ENST00000220849	ENSP00000220849	445	P60228	EIF3E
ENST00000220853	ENSP00000220853	297	Q15006	EMC2
ENST00000220876	ENSP00000220876	179	Q93045	STMN2
ENST00000220888	ENSP00000220888	1281	Q9UHF7	TRPS1
ENST00000220913	ENSP00000220913	131	Q9NRG0	CHRAC1
ENST00000220931	ENSP00000220931	193	P61601	NCALD
ENST00000220940	ENSP00000220940	158	Q99445	GML
ENST00000221086	ENSP00000221086	549	Q96QG7	MTMR9
ENST00000221114	ENSP00000221114	190	O00399	DCTN6
ENST00000221130	ENSP00000221130	522	P00390	GSR
ENST00000221132	ENSP00000221132	468	O00220	TNFRSF10A
ENST00000221138	ENSP00000221138	309	P62714	PPP2CB
ENST00000221166	ENSP00000221166	916	P07197	NEFM
ENST00000221200	ENSP00000221200	389	Q7L273	KCTD9
ENST00000221232	ENSP00000221232	753	O75175	CNOT3
ENST00000221233	ENSP00000221233	235	Q9NQT4	EXOSC5
ENST00000221265	ENSP00000221265	531	Q8N7H5	PAF1
ENST00000221283	ENSP00000221283	593	Q15833	STXBP2
ENST00000221307	ENSP00000221307	520	Q08477	CYP4F3
ENST00000221315	ENSP00000221315	652	O94892	ZNF432
ENST00000221327	ENSP00000221327	692	Q9UJW8	ZNF180
ENST00000221347	ENSP00000221347	5405	Q9Y6R7	FCGBP
ENST00000221399	ENSP00000221399	520	O00295	TULP2
ENST00000221403	ENSP00000221403	334	Q9UQ10	DHDH
ENST00000221418	ENSP00000221418	328	Q13011	ECH1
ENST00000221419	ENSP00000221419	589	P14866	HNRNPL
ENST00000221421	ENSP00000221421	141	P01229	LHB
ENST00000221431	ENSP00000221431	518	Q9NP81	SARS2
ENST00000221444	ENSP00000221444	456	Q96RP8	KCNA7
ENST00000221452	ENSP00000221452	579	Q01201	RELB
ENST00000221455	ENSP00000221455	674	Q8N2M8	CLASRP
ENST00000221459	ENSP00000221459	207	Q9HAP6	LIN7B
ENST00000221462	ENSP00000221462	691	O75864	PPP1R37
ENST00000221466	ENSP00000221466	365	P55899	FCGRT
ENST00000221476	ENSP00000221476	381	P06732	CKM
ENST00000221480	ENSP00000221480	241	Q96HA9	PEX11G
ENST00000221485	ENSP00000221485	560	Q9P2U7	SLC17A7
ENST00000221486	ENSP00000221486	299	O75792	RNASEH2A
ENST00000221494	ENSP00000221494	464	Q15428	SF3A2
ENST00000221496	ENSP00000221496	560	P03971	AMH
ENST00000221498	ENSP00000221498	242	Q9UK85	DKKL1
ENST00000221515	ENSP00000221515	108	Q9HD89	RETN
ENST00000221538	ENSP00000221538	717	Q9H0K4	RSPH6A
ENST00000221543	ENSP00000221543	648	Q9HA65	TBC1D17
ENST00000221554	ENSP00000221554	396	P13994	CCDC130
ENST00000221566	ENSP00000221566	313	O43765	SGTA
ENST00000221567	ENSP00000221567	352	Q9H7L2	KIR3DX1
ENST00000221573	ENSP00000221573	334	Q13487	SNAPC2
ENST00000221665	ENSP00000221665	496	Q96SL8	FIZ1
ENST00000221671	ENSP00000221671	657	Q9H6X5	C19orf44
ENST00000221700	ENSP00000221700	520	P78329	CYP4F2
ENST00000221722	ENSP00000221722	527	Q9NZV7	ZIM2
ENST00000221730	ENSP00000221730	360	Q9H6B9	EPHX3
ENST00000221735	ENSP00000221735	510	Q96HQ0	ZNF419
ENST00000221740	ENSP00000221740	242	P31944	CASP14
ENST00000221742	ENSP00000221742	564	P48664	SLC1A6
ENST00000221797	ENSP00000221797	139	Q9UHV8	LGALS13
ENST00000221801	ENSP00000221801	321	P22087	FBL
ENST00000221804	ENSP00000221804	142	Q05315	CLC
ENST00000221847	ENSP00000221847	229	Q14213	EBI3
ENST00000221855	ENSP00000221855	244	Q99426	TBCB
ENST00000221856	ENSP00000221856	496	Q9BTV5	FSD1
ENST00000221859	ENSP00000221859	125	P36954	POLR2I
ENST00000221922	ENSP00000221922	531	Q9Y3X0	CCDC9
ENST00000221943	ENSP00000221943	257	Q9NW81	DMAC2
ENST00000221954	ENSP00000221954	244	O75871	CEACAM4
ENST00000221957	ENSP00000221957	434	O60664	PLIN3
ENST00000221972	ENSP00000221972	226	P11912	CD79A
ENST00000221978	ENSP00000221978	165	Q16617	NKG7
ENST00000221980	ENSP00000221980	924	Q9UMF0	ICAM5
ENST00000221992	ENSP00000221992	702	P06731	CEACAM5
ENST00000221996	ENSP00000221996	299	O43186	CRX
ENST00000222002	ENSP00000222002	285	Q06520	SULT2A1
ENST00000222005	ENSP00000222005	378	Q16543	CDC37
ENST00000222008	ENSP00000222008	185	Q9UI14	RABAC1
ENST00000222032	ENSP00000222032	112	Q9BYD5	CNFN
ENST00000222033	ENSP00000222033	429	Q8WWF5	ZNRF4
ENST00000222107	ENSP00000222107	551	O15389	SIGLEC5
ENST00000222115	ENSP00000222115	578	Q92839	HAS1
ENST00000222120	ENSP00000222120	219	O95716	RAB3D
ENST00000222122	ENSP00000222122	325	Q10586	DBP
ENST00000222139	ENSP00000222139	508	P19235	EPOR
ENST00000222145	ENSP00000222145	963	Q5U651	RASIP1
ENST00000222157	ENSP00000222157	209	Q9NSA1	FGF21
ENST00000222212	ENSP00000222212	275	P62955	CACNG7
ENST00000222214	ENSP00000222214	438	Q92947	GCDH
ENST00000222219	ENSP00000222219	360	O00115	DNASE2
ENST00000222224	ENSP00000222224	264	Q96BZ8	LENG1
ENST00000222247	ENSP00000222247	176	Q02543	RPL18A
ENST00000222248	ENSP00000222248	643	Q92911	SLC5A5
ENST00000222249	ENSP00000476519	543	Q92952	KCNN1
ENST00000222250	ENSP00000222250	407	Q8TBH0	ARRDC2
ENST00000222254	ENSP00000222254	728	O00459	PIK3R2
ENST00000222256	ENSP00000222256	220	P20336	RAB3A
ENST00000222266	ENSP00000222266	101	Q9NZ42	PSENEN
ENST00000222270	ENSP00000222270	2715	Q9UMN6	KMT2B
ENST00000222271	ENSP00000222271	757	P49747	COMP
ENST00000222275	ENSP00000222275	258	O00322	UPK1A
ENST00000222284	ENSP00000222284	224	Q9BVK8	TMEM147
ENST00000222286	ENSP00000222286	408	O14556	GAPDHS
ENST00000222304	ENSP00000222304	84	P81172	HAMP
ENST00000222305	ENSP00000222305	346	Q15853	USF2
ENST00000222307	ENSP00000222307	176	Q9BQD3	KXD1
ENST00000222308	ENSP00000222308	412	Q14318	FKBP8
ENST00000222329	ENSP00000222329	548	P50548	ERF
ENST00000222330	ENSP00000222330	483	P49840	GSK3A
ENST00000222345	ENSP00000222345	1781	O60292	SIPA1L3
ENST00000222374	ENSP00000222374	388	Q8NFZ8	CADM4
ENST00000222381	ENSP00000222381	355	P27169	PON1
ENST00000222390	ENSP00000222390	728	P14210	HGF
ENST00000222399	ENSP00000222399	1786	P07942	LAMB1
ENST00000222402	ENSP00000222402	147	Q9Y2X8	UBE2D4
ENST00000222462	ENSP00000222462	365	Q9UBV4	WNT16
ENST00000222481	ENSP00000222481	419	P48052	CPA2
ENST00000222482	ENSP00000222482	421	Q9UI42	CPA4
ENST00000222511	ENSP00000222511	387	A4D1E9	GTPBP10
ENST00000222543	ENSP00000222543	235	P48307	TFPI2
ENST00000222547	ENSP00000222547	118	O15155	BET1
ENST00000222553	ENSP00000222553	491	P43490	NAMPT
ENST00000222567	ENSP00000222567	338	Q3B726	TWISTNB
ENST00000222572	ENSP00000222572	354	Q15165	PON2
ENST00000222573	ENSP00000222573	769	P26012	ITGB8
ENST00000222574	ENSP00000222574	514	O60381	HBP1
ENST00000222584	ENSP00000222584	784	Q02446	SP4
ENST00000222598	ENSP00000222598	289	P56178	DLX5
ENST00000222644	ENSP00000222644	540	Q9NZW5	MPP6
ENST00000222673	ENSP00000222673	1023	Q02218	OGDH
ENST00000222674	ENSP00000222674	196	Q9HCQ7	NPVF
ENST00000222693	ENSP00000222693	162	P51636	CAV2
ENST00000222718	ENSP00000222718	376	O43364	HOXA2
ENST00000222725	ENSP00000222725	379	Q8NES3	LFNG
ENST00000222726	ENSP00000222726	270	P20719	HOXA5
ENST00000222728	ENSP00000222728	233	P31267	HOXA6
ENST00000222747	ENSP00000222747	305	O95859	TSPAN12
ENST00000222753	ENSP00000222753	388	P31271	HOXA13
