Entry	Gene names	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Date of last modification	Version (entry)
Q8N715	CCDC185 C1orf65	623			CCDC185	C1orf65	8/12/20	107
Q8TC90	CCER1 C12orf12	406			CCER1	C12orf12	8/12/20	110
Q9UL15	BAG5 KIAA0873	447			BAG5	KIAA0873	8/12/20	169
Q8IXM2	BAP18 C17orf49	172			BAP18	C17orf49	8/12/20	160
Q7RTU4	BHLHA9 BHLHF42	235			BHLHA9	BHLHF42	8/12/20	116
Q96LY2	CCDC74B	380			CCDC74B		8/12/20	114
Q9BQI4	CCDC3	270			CCDC3		8/12/20	124
Q9UKL3	CASP8AP2 FLASH KIAA1315 RIP25	1982			CASP8AP2	FLASH KIAA1315 RIP25	8/12/20	142
Q06432	CACNG1 CACNLG	222			CACNG1	CACNLG	8/12/20	159
Q6P9F0	CCDC62	684			CCDC62		8/12/20	124
Q13185	CBX3	183			CBX3		8/12/20	214
Q8NCU7	C2CD4A FAM148A NLF1	369			C2CD4A	FAM148A NLF1	8/12/20	107
A6NLJ0	C2CD4B FAM148B NLF2	364			C2CD4B	FAM148B NLF2	8/12/20	91
Q7Z3S7	CACNA2D4	1137			CACNA2D4		8/12/20	131
P07451	CA3	260			CA3		8/12/20	200
Q96PB1	CASD1 C7orf12 Nbla04196	797		Nbla04196	CASD1	C7orf12	8/12/20	113
Q9NYQ6	CELSR1 CDHF9 FMI2	3014			CELSR1	CDHF9 FMI2	8/12/20	195
Q8N865	C7orf31	590			C7orf31		8/12/20	115
P0DPI3	CENPVL2 CENPVP2	272			CENPVL2	CENPVP2	8/12/20	13
P21854	CD72	359			CD72		8/12/20	180
Q9UFW8	CGGBP1 CGGBP	167			CGGBP1	CGGBP	8/12/20	140
Q6ZTQ4	CDHR3 CDH28	885			CDHR3	CDH28	8/12/20	132
Q6ZV77	C9orf139	190			C9orf139		8/12/20	97
O76039	CDKL5 STK9	1030			CDKL5	STK9	8/12/20	200
Q4KMG0	CDON CDO	1287			CDON	CDO	8/12/20	139
Q6UXN8	CLEC9A UNQ9341/PRO34046	241		UNQ9341/PRO34046	CLEC9A		8/12/20	121
P46092	CCR10 GPR2	362			CCR10	GPR2	8/12/20	182
Q9UK58	CCNL1 BM-001 UNQ530/PRO1073	526		BM-001 UNQ530/PRO1073	CCNL1		8/12/20	171
Q6ZQR2	CFAP77 C9orf171	320			CFAP77	C9orf171	8/12/20	108
Q32M92	C15orf32	178			C15orf32		8/12/20	90
Q9BQ75	CMSS1 C3orf26	279			CMSS1	C3orf26	8/12/20	137
Q9NSA3	CTNNBIP1 ICAT	81			CTNNBIP1	ICAT	8/12/20	169
Q9H9A5	CNOT10	744			CNOT10		8/12/20	172
P09496	CLTA	248			CLTA		8/12/20	198
Q8N6F1	CLDN19	224			CLDN19		8/12/20	162
Q9UDT6	CLIP2 CYLN2 KIAA0291 WBSCR3 WBSCR4 WSCR4	1046			CLIP2	CYLN2 KIAA0291 WBSCR3 WBSCR4 WSCR4	8/12/20	159
A6NJJ6	C19orf67	358			C19orf67		8/12/20	81
Q8N436	CPXM2 CPX2 UNQ676/PRO1310	756		UNQ676/PRO1310	CPXM2	CPX2	8/12/20	155
P0DML3	CSH2	217			CSH2		8/12/20	39
P78560	CRADD RAIDD	199			CRADD	RAIDD	8/12/20	183
Q8NHY2	COP1 RFWD2 RNF200	731			COP1	RFWD2 RNF200	8/12/20	171
Q8N9R0	LINC00304 C16orf81 NCRNA00304	145			LINC00304	C16orf81 NCRNA00304	8/12/20	62
Q8IUR6	CREBRF C5orf41	639			CREBRF	C5orf41	8/12/20	135
Q6ZW13	C16orf86	317			C16orf86		8/12/20	96
O15431	SLC31A1 COPT1 CTR1	190			SLC31A1	COPT1 CTR1	8/12/20	167
O75131	CPNE3 CPN3 KIAA0636	537			CPNE3	CPN3 KIAA0636	8/12/20	174
Q07973	CYP24A1 CYP24	514			CYP24A1	CYP24	8/12/20	184
O14579	COPE	308			COPE		8/12/20	176
Q6ZP98	C16orf47	133			C16orf47		8/12/20	80
O95477	ABCA1 ABC1 CERP	2261			ABCA1	ABC1 CERP	8/12/20	215
P07108	DBI	87			DBI		8/12/20	200
P32297	CHRNA3 NACHRA3	505			CHRNA3	NACHRA3	8/12/20	206
P61981	YWHAG	247			YWHAG		8/12/20	178
Q96P64	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2	663			AGAP4	AGAP8 CTGLF1 CTGLF5 MRIP2	8/12/20	142
P07510	CHRNG ACHRG	517			CHRNG	ACHRG	8/12/20	196
Q60I27	ALS2CL	953			ALS2CL		8/12/20	126
Q8N7J2	AMER2 FAM123A	671			AMER2	FAM123A	8/12/20	116
Q8N157	AHI1	1196			AHI1		8/12/20	164
P11230	CHRNB1 ACHRB CHRNB	501			CHRNB1	ACHRB CHRNB	8/12/20	218
O60503	ADCY9 KIAA0520	1353			ADCY9	KIAA0520	8/12/20	178
O75964	ATP5MG ATP5L	103			ATP5MG	ATP5L	8/12/20	179
Q9NR09	BIRC6 KIAA1289	4857			BIRC6	KIAA1289	8/12/20	182
Q68D86	CCDC102B C18orf14	513			CCDC102B	C18orf14	8/12/20	127
P16278	GLB1 ELNR1	677			GLB1	ELNR1	8/12/20	223
P59510	ADAMTS20	1910			ADAMTS20		8/12/20	161
P54687	BCAT1 BCT1 ECA39	386			BCAT1	BCT1 ECA39	8/12/20	190
P07384	CAPN1 CANPL1 PIG30	714		PIG30	CAPN1	CANPL1	8/12/20	226
Q8IWA6	CCDC60	550			CCDC60		8/12/20	108
P00915	CA1	261			CA1		8/12/20	208
Q96CT7	CCDC124	223			CCDC124		8/12/20	136
P63098	PPP3R1 CNA2 CNB	170			PPP3R1	CNA2 CNB	8/12/20	173
P13994	CCDC130 SB115	396		SB115	CCDC130		8/12/20	141
P31944	CASP14	242			CASP14		8/12/20	184
Q9HC52	CBX8 PC3 RC1	389			CBX8	PC3 RC1	8/12/20	179
Q9Y3M2	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	126		HRIHFB2025	CBY1	ARB1 C22orf2 CBY PGEA1	8/12/20	177
P43166	CA7	264			CA7		8/12/20	171
P80098	CCL7 MCP3 SCYA6 SCYA7	99			CCL7	MCP3 SCYA6 SCYA7	8/12/20	179
P08603	CFH HF HF1 HF2	1231			CFH	HF HF1 HF2	8/12/20	233
P09093	CELA3A ELA3 ELA3A	270			CELA3A	ELA3 ELA3A	8/12/20	179
P36222	CHI3L1	383			CHI3L1		8/12/20	189
Q9H5V8	CDCP1 TRASK UNQ2486/PRO5773	836		UNQ2486/PRO5773	CDCP1	TRASK	8/12/20	142
A8MTT3	CEBPZOS CEBPZ-AS1	80			CEBPZOS	CEBPZ-AS1	8/12/20	84
Q03701	CEBPZ CBF2	1054			CEBPZ	CBF2	8/12/20	169
Q8WU49	C7orf33	177			C7orf33		8/12/20	104
Q9BY43	CHMP4A C14orf123 SHAX2 CDA04 HSPC134	222		CDA04 HSPC134	CHMP4A	C14orf123 SHAX2	8/12/20	172
Q9Y2V2	CARHSP1	147			CARHSP1		8/12/20	165
P86791	CCZ1 C7orf28A CGI-43	482		CGI-43	CCZ1	C7orf28A	8/12/20	70
Q99653	CHP1 CHP	195			CHP1	CHP	8/12/20	198
O75956	CDK2AP2 DOC1R	126			CDK2AP2	DOC1R	8/12/20	126
P51861	CDR1	262			CDR1		8/12/20	121
O75339	CILP UNQ602/PRO1188	1184		UNQ602/PRO1188	CILP		8/12/20	159
Q96MR6	CFAP57 WDR65	1250			CFAP57	WDR65	8/12/20	141
O00622	CCN1 CYR61 GIG1 IGFBP10	381			CCN1	CYR61 GIG1 IGFBP10	8/12/20	183
Q9NY25	CLEC5A CLECSF5 MDL1	188			CLEC5A	CLECSF5 MDL1	8/12/20	152
Q96MT8	CEP63	703			CEP63		8/12/20	148
P06729	CD2 SRBC	351			CD2	SRBC	8/12/20	219
P51798	CLCN7	805			CLCN7		8/12/20	207
Q15021	NCAPD2 CAPD2 CNAP1 KIAA0159	1401			NCAPD2	CAPD2 CNAP1 KIAA0159	8/12/20	192
P10643	C7	843			C7		8/12/20	205
Q8NE01	CNNM3 ACDP3	707			CNNM3	ACDP3	8/12/20	166
P12111	COL6A3	3177			COL6A3		8/12/20	230
Q8TBE1	CNIH3	160			CNIH3		8/12/20	133
A5D8T8	CLEC18A MRLP2	446			CLEC18A	MRLP2	8/12/20	112
O75596	CLEC3A CLECSF1 UNQ700/PRO1345	197		UNQ700/PRO1345	CLEC3A	CLECSF1	8/12/20	144
Q96NS8	CLUHP3 C16orf67 KIAA0664L3	147			CLUHP3	C16orf67 KIAA0664L3	8/12/20	78
Q5SWW7	C10orf55	151			C10orf55		8/12/20	106
Q00610	CLTC CLH17 CLTCL2 KIAA0034	1675			CLTC	CLH17 CLTCL2 KIAA0034	8/12/20	211
Q96DZ5	CLIP3 CLIPR59	547			CLIP3	CLIPR59	8/12/20	165
P07333	CSF1R FMS	972			CSF1R	FMS	8/12/20	226
Q96FQ7	LINC00526 C18orf18	95			LINC00526	C18orf18	8/12/20	84
P53618	COPB1 COPB MSTP026	953		MSTP026	COPB1	COPB	8/12/20	187
P05813	CRYBA1 CRYB1	215			CRYBA1	CRYB1	8/12/20	193
Q16678	CYP1B1	543			CYP1B1		8/12/20	226
Q8WTW3	COG1 KIAA1381 LDLB	980			COG1	KIAA1381 LDLB	8/12/20	158
Q5T442	GJC2 GJA12	439			GJC2	GJA12	8/12/20	150
Q86UF2	CTAGE6 CTAGE6P	777			CTAGE6	CTAGE6P	8/12/20	112
P08574	CYC1	325			CYC1		8/12/20	200
P35222	CTNNB1 CTNNB OK/SW-cl.35 PRO2286	781		OK/SW-cl.35 PRO2286	CTNNB1	CTNNB	8/12/20	246
Q9BR61	ACBD6	282			ACBD6		8/12/20	158
Q4AC99	ACCSL	568			ACCSL		8/12/20	113
Q9NXU5	ARL15 ARFRP2	204			ARL15	ARFRP2	8/12/20	137
Q8N6T3	ARFGAP1 ARF1GAP	406			ARFGAP1	ARF1GAP	8/12/20	178
P35368	ADRA1B	520			ADRA1B		8/12/20	178
P18085	ARF4 ARF2	180			ARF4	ARF2	8/12/20	208
P18089	ADRA2B ADRA2L1 ADRA2RL1	450			ADRA2B	ADRA2L1 ADRA2RL1	8/12/20	202
P02749	APOH B2G1	345			APOH	B2G1	8/12/20	223
A1A5B4	ANO9 PIG5 TMEM16J TP53I5	782			ANO9	PIG5 TMEM16J TP53I5	8/12/20	120
Q8N5I2	ARRDC1	433			ARRDC1		8/12/20	127
Q8WYN0	ATG4A APG4A AUTL2	398			ATG4A	APG4A AUTL2	8/12/20	145
P56134	ATP5MF ATP5J2 ATP5JL	94			ATP5MF	ATP5J2 ATP5JL	8/12/20	184
Q9Y294	ASF1A CGI-98 HSPC146	204		CGI-98 HSPC146	ASF1A		8/12/20	173
Q8TE56	ADAMTS17	1095			ADAMTS17		8/12/20	161
P56817	BACE1 BACE KIAA1149	501			BACE1	BACE KIAA1149	8/12/20	221
Q96DR5	BPIFA2 C20orf70 SPLUNC2 UNQ510/PRO1025	249		UNQ510/PRO1025	BPIFA2	C20orf70 SPLUNC2	8/12/20	145
Q9Y2A9	B3GNT3 B3GALT8 TMEM3 UNQ637/PRO1266	372		UNQ637/PRO1266	B3GNT3	B3GALT8 TMEM3	8/12/20	167
Q86UU0	BCL9L DLNB11	1499			BCL9L	DLNB11	8/12/20	141
Q9Y6J0	CABIN1 KIAA0330	2220			CABIN1	KIAA0330	8/12/20	186
Q9ULU8	CADPS CAPS CAPS1 KIAA1121	1353			CADPS	CAPS CAPS1 KIAA1121	8/12/20	164
Q6NSX1	CCDC70	233			CCDC70		8/12/20	127
A2RUB6	CCDC66	948			CCDC66		8/12/20	103
Q96LT6	C1orf74	269			C1orf74		8/12/20	112
Q9BXJ1	C1QTNF1 CTRP1 UNQ310/PRO353	281		UNQ310/PRO353	C1QTNF1	CTRP1	8/12/20	165
Q9UK00	C3orf18	162			C3orf18		8/12/20	123
Q8NFR7	CCDC148	591			CCDC148		8/12/20	109
P09871	C1S	688			C1S		8/12/20	241
Q17RM4	CCDC142 PSEC0243	750		PSEC0243	CCDC142		8/12/20	95
P42574	CASP3 CPP32	277			CASP3	CPP32	8/12/20	229
Q4AC94	C2CD3	2353			C2CD3		8/12/20	119
P00918	CA2	260			CA2		8/12/20	251
Q9NQ75	CASS4 C20orf32 HEFL	786			CASS4	C20orf32 HEFL	8/12/20	176
Q7Z7H3	CATIP C2orf62	387			CATIP	C2orf62	8/12/20	113
Q6DHV5	CC2D2B C10orf130 C10orf131	1437			CC2D2B	C10orf130 C10orf131	8/12/20	113
Q15782	CHI3L2	390			CHI3L2		8/12/20	176
Q9NRG0	CHRAC1 CHRAC15	131			CHRAC1	CHRAC15	8/12/20	154
Q9UHD1	CHORDC1 CHP1	332			CHORDC1	CHP1	8/12/20	141
P07858	CTSB CPSB	339			CTSB	CPSB	8/12/20	230
Q9UKJ5	CHIC2 BTL	165			CHIC2	BTL	8/12/20	137
P35790	CHKA CHK CKI	457			CHKA	CHK CKI	8/12/20	178
Q5TBE3	C9orf153	101			C9orf153		8/12/20	101
Q9Y375	NDUFAF1 CIA30 CGI-65	327		CGI-65	NDUFAF1	CIA30	8/12/20	163
Q4VX62	C6orf99	202			C6orf99		8/12/20	89
Q16667	CDKN3 CDI1 CIP2 KAP	212			CDKN3	CDI1 CIP2 KAP	8/12/20	188
P34810	CD68	354			CD68		8/12/20	175
Q8N1B3	CCNQ FAM58A	248			CCNQ	FAM58A	8/12/20	134
Q15762	CD226 DNAM1	336			CD226	DNAM1	8/12/20	158
P51677	CCR3 CMKBR3	355			CCR3	CMKBR3	8/12/20	184
O75794	CDC123 C10orf7 D123	336			CDC123	C10orf7 D123	8/12/20	153
P35523	CLCN1 CLC1	988			CLCN1	CLC1	8/12/20	196
Q96S94	CCNL2 SB138	520		SB138	CCNL2		8/12/20	159
Q6ZU45	CLEC20A	400			CLEC20A		8/12/20	88
Q9GZY4	COA1 C7orf44 MITRAC15	146			COA1	C7orf44 MITRAC15	8/12/20	131
Q7Z7L8	C11orf96 AG2	435			C11orf96	AG2	8/12/20	99
Q96JQ2	CLMN KIAA1188	1002			CLMN	KIAA1188	8/12/20	142
Q8N5K1	CISD2 CDGSH2 ERIS ZCD2	135			CISD2	CDGSH2 ERIS ZCD2	8/12/20	140
P15509	CSF2RA CSF2R CSF2RY	400			CSF2RA	CSF2R CSF2RY	8/12/20	205
Q8TAV5	C11orf45	145			C11orf45		8/12/20	103
Q5HYK3	COQ5	327			COQ5		8/12/20	144
Q9UNS2	COPS3 CSN3	423			COPS3	CSN3	8/12/20	179
Q92905	COPS5 CSN5 JAB1	334			COPS5	CSN5 JAB1	8/12/20	190
H3BN30	C16orf97	126			C16orf97		8/12/20	39
Q9H336	CRISPLD1 CRISP10 LCRISP1 UNQ342/PRO541	500		UNQ342/PRO541	CRISPLD1	CRISP10 LCRISP1	8/12/20	135
Q14746	COG2 LDLC	738			COG2	LDLC	8/12/20	166
Q9Y281	CFL2	166			CFL2		8/12/20	190
O75881	CYP7B1	506			CYP7B1		8/12/20	181
P50416	CPT1A CPT1	773			CPT1A	CPT1	8/12/20	194
Q7Z4G1	COMMD6 MSTP076	85		MSTP076	COMMD6		8/12/20	129
P52943	CRIP2 CRP2	208			CRIP2	CRP2	8/12/20	166
Q8NI51	CTCFL BORIS	663			CTCFL	BORIS	8/12/20	168
Q5SW24	DACT2 C6orf116 PP13671	774		PP13671	DACT2	C6orf116	8/12/20	114
Q5TAT6	COL13A1	717			COL13A1		8/12/20	139
Q6NUT2	DPY19L2 UNQ3127/PRO10284	758		UNQ3127/PRO10284	DPY19L2		8/12/20	119
Q7Z5M8	ABHD12B C14orf29	362			ABHD12B	C14orf29	8/12/20	132
O60218	AKR1B10 AKR1B11	316			AKR1B10	AKR1B11	8/12/20	182
Q8WU67	ABHD3	409			ABHD3		8/12/20	130
Q9ULW3	ABT1	272			ABT1		8/12/20	166
P54646	PRKAA2 AMPK AMPK2	552			PRKAA2	AMPK AMPK2	8/12/20	205
Q5FVE4	ACSBG2 BGR UNQ2443/PRO5005	666		UNQ2443/PRO5005	ACSBG2	BGR	8/12/20	127
Q86SJ2	AMIGO2 ALI1	522			AMIGO2	ALI1	8/12/20	161
Q8IY45	AMN1	258			AMN1		8/12/20	117
Q53H80	AKIRIN2 C6orf166	203			AKIRIN2	C6orf166	8/12/20	123
P35858	IGFALS ALS	605			IGFALS	ALS	8/12/20	185
O60706	ABCC9 SUR2	1549			ABCC9	SUR2	8/12/20	189
Q96QP1	ALPK1 KIAA1527 LAK	1244			ALPK1	KIAA1527 LAK	8/12/20	144
O60241	ADGRB2 BAI2	1585			ADGRB2	BAI2	8/12/20	188
Q13085	ACACA ACAC ACC1 ACCA	2346			ACACA	ACAC ACC1 ACCA	8/12/20	208
Q8WXG9	ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1	6306			ADGRV1	GPR98 KIAA0686 KIAA1943 MASS1 VLGR1	8/12/20	157
Q7Z695	ADCK2 AARF	626			ADCK2	AARF	8/12/20	129
O00116	AGPS AAG5	658		AAG5	AGPS		8/12/20	179
Q8TER5	ARHGEF40 SOLO	1519			ARHGEF40	SOLO	8/12/20	133
Q6ZP68	ATP11AUN C13orf35	121			ATP11AUN	C13orf35	8/12/20	85
Q5FYB0	ARSJ UNQ372/PRO708	599		UNQ372/PRO708	ARSJ		8/12/20	129
O75366	AVIL	819			AVIL		8/12/20	166
P0DN25	C1GALT1C1L	315			C1GALT1C1L		8/12/20	28
Q04656	ATP7A MC1 MNK	1500			ATP7A	MC1 MNK	8/12/20	229
P32247	BRS3	399			BRS3		8/12/20	169
Q9Y2F9	BTBD3 KIAA0952	522			BTBD3	KIAA0952	8/12/20	155
Q8WU43	C2orf15	125			C2orf15		8/12/20	105
Q5T5Y3	CAMSAP1	1602			CAMSAP1		8/12/20	134
Q6ZMU1	C3P1	363			C3P1		8/12/20	90
P60827	C1QTNF8 UNQ5829/PRO19648	252		UNQ5829/PRO19648	C1QTNF8		8/12/20	127
P49662	CASP4 ICH2	377			CASP4	ICH2	8/12/20	197
Q9NTU7	CBLN4 CBLNL1 UNQ718/PRO1382	201		UNQ718/PRO1382	CBLN4	CBLNL1	8/12/20	147
P51878	CASP5 ICH3	434			CASP5	ICH3	8/12/20	185
O15335	CHAD SLRR4A	359			CHAD	SLRR4A	8/12/20	156
P49450	CENPA	140			CENPA		8/12/20	198
O14647	CHD2	1828			CHD2		8/12/20	184
P06731	CEACAM5 CEA	702			CEACAM5	CEA	8/12/20	197
Q3L8U1	CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008	2897		AD-013 x0008	CHD9	KIAA0308 KISH2 PRIC320	8/12/20	151
Q5T1J5	CHCHD2P9 C9orf49 CHCHD9	151			CHCHD2P9	C9orf49 CHCHD9	8/12/20	87
P24941	CDK2 CDKN2	298			CDK2	CDKN2	8/12/20	249
Q9C0I3	CCSER1 FAM190A KIAA1680	900			CCSER1	FAM190A KIAA1680	8/12/20	110
A6NFR6	C5orf60	353			C5orf60		8/12/20	89
Q0VF96	CGNL1 JACOP KIAA1749	1302			CGNL1	JACOP KIAA1749	8/12/20	100
Q9UHD4	CIDEB	219			CIDEB		8/12/20	163
P28906	CD34	385			CD34		8/12/20	176
Q8N5B7	CERS5 LASS5	392			CERS5	LASS5	8/12/20	159
A0A1B0GUA9	C13orf46	212			C13orf46		8/12/20	20
Q13956	PDE6H	83			PDE6H		8/12/20	156
Q86X95	CIR1 CIR	450			CIR1	CIR	8/12/20	141
Q9NQ89	C12orf4	552			C12orf4		8/12/20	125
Q8WW14	C10orf82	234			C10orf82		8/12/20	119
Q13286	CLN3 BTS	438			CLN3	BTS	8/12/20	189
Q8N123	CPXCR1	301			CPXCR1		8/12/20	123
Q96SN8	CDK5RAP2 CEP215 KIAA1633	1893			CDK5RAP2	CEP215 KIAA1633	8/12/20	180
Q8WW18	C17orf50	174			C17orf50		8/12/20	111
Q9NQ79	CRTAC1 ASPIC1 CEP68	661			CRTAC1	ASPIC1 CEP68	8/12/20	149
P53621	COPA	1224			COPA		8/12/20	213
Q9NVV2	C19orf73	129			C19orf73		8/12/20	102
P61201	COPS2 CSN2 TRIP15	443			COPS2	CSN2 TRIP15	8/12/20	161
Q8N1P7	CRYBG2 AIM1L	1661			CRYBG2	AIM1L	8/12/20	134
O14618	CCS	274			CCS		8/12/20	189
Q8IYS4	C16orf71	520			C16orf71		8/12/20	101
Q9BT78	COPS4 CSN4	406			COPS4	CSN4	8/12/20	168
Q6ZTY9	C7orf65	151			C7orf65		8/12/20	79
Q96I36	COX14 C12orf62	57			COX14	C12orf62	8/12/20	120
P04632	CAPNS1 CAPN4 CAPNS	268			CAPNS1	CAPN4 CAPNS	8/12/20	217
Q9Y6A2	CYP46A1 CYP46	500			CYP46A1	CYP46	8/12/20	179
Q8IUI8	CRLF3 CREME9 CRLM9 CYTOR4 P48	442			CRLF3	CREME9 CRLM9 CYTOR4 P48	8/12/20	149
Q9UKF6	CPSF3 CPSF73	684			CPSF3	CPSF73	8/12/20	170
Q9UBG3	CRNN C1orf10 DRC1 PDRC1 SEP53	495			CRNN	C1orf10 DRC1 PDRC1 SEP53	8/12/20	146
A8K7I4	CLCA1 CACC1	914			CLCA1	CACC1	8/12/20	107
O43174	CYP26A1 CYP26 P450RAI1	497			CYP26A1	CYP26 P450RAI1	8/12/20	166
A5YM72	CARNS1 ATPGD1 KIAA1394	827			CARNS1	ATPGD1 KIAA1394	8/12/20	111
Q9H693	C16orf95	158			C16orf95		8/12/20	99
P07320	CRYGD CRYG4	174			CRYGD	CRYG4	8/12/20	203
P06850	CRH	196			CRH		8/12/20	195
Q9NUJ1	ABHD10	306			ABHD10		8/12/20	155
Q9NPB9	ACKR4 CCBP2 CCR11 CCRL1 VSHK1	350			ACKR4	CCBP2 CCR11 CCRL1 VSHK1	8/12/20	164
A7E2S9	ANKRD30BL NCRNA00164	258			ANKRD30BL	NCRNA00164	8/12/20	91
Q9BV23	ABHD6	337			ABHD6		8/12/20	144
Q96Q42	ALS2 ALS2CR6 KIAA1563	1657			ALS2	ALS2CR6 KIAA1563	8/12/20	187
O95433	AHSA1 C14orf3 HSPC322	338		HSPC322	AHSA1	C14orf3	8/12/20	187
P15121	AKR1B1 ALDR1 ALR2	316			AKR1B1	ALDR1 ALR2	8/12/20	227
Q9H9G7	AGO3 EIF2C3	860			AGO3	EIF2C3	8/12/20	150
Q96CM8	ACSF2 UNQ493/PRO1009	615		UNQ493/PRO1009	ACSF2		8/12/20	138
Q08AH1	ACSM1 BUCS1 LAE MACS1	577			ACSM1	BUCS1 LAE MACS1	8/12/20	115
Q66PJ3	ARL6IP4	421			ARL6IP4		8/12/20	135
Q5T9G4	ARMC12 C6orf81	340			ARMC12	C6orf81	8/12/20	120
Q9UPS8	ANKRD26 KIAA1074	1710			ANKRD26	KIAA1074	8/12/20	154
P36405	ARL3 ARFL3	182			ARL3	ARFL3	8/12/20	197
Q86XS5	ANGPTL5 UNQ5795/PRO19600	388		UNQ5795/PRO19600	ANGPTL5		8/12/20	122
O43150	ASAP2 DDEF2 KIAA0400	1006			ASAP2	DDEF2 KIAA0400	8/12/20	191
P55056	APOC4	127			APOC4		8/12/20	159
Q15389	ANGPT1 KIAA0003	498			ANGPT1	KIAA0003	8/12/20	181
Q9Y5C1	ANGPTL3 ANGPT5 UNQ153/PRO179	460		UNQ153/PRO179	ANGPTL3	ANGPT5	8/12/20	180
P54802	NAGLU UFHSD1	743			NAGLU	UFHSD1	8/12/20	192
Q9Y574	ASB4	426			ASB4		8/12/20	159
O15144	ARPC2 ARC34 PRO2446	300		PRO2446	ARPC2	ARC34	8/12/20	177
P16442	ABO	354			ABO		8/12/20	213
Q07021	C1QBP GC1QBP HABP1 SF2P32	282			C1QBP	GC1QBP HABP1 SF2P32	8/12/20	205
Q5PSV4	BRMS1L	323			BRMS1L		8/12/20	122
O95972	BMP15 GDF9B	392			BMP15	GDF9B	8/12/20	165
Q9NY30	BTG4 PC3B	223			BTG4	PC3B	8/12/20	129
Q8TDH9	BLOC1S5 MUTED	187			BLOC1S5	MUTED	8/12/20	140
Q13895	BYSL ENP1	437			BYSL	ENP1	8/12/20	171
Q6ZMB0	B3GNT6	384			B3GNT6		8/12/20	115
Q6PI77	BHLHB9 KIAA1701	547			BHLHB9	KIAA1701	8/12/20	131
Q5TID7	CCDC181 C1orf114	509			CCDC181	C1orf114	8/12/20	115
P55291	CDH15 CDH14 CDH3	814			CDH15	CDH14 CDH3	8/12/20	176
Q96FH0	BORCS8 MEF2BNB	119			BORCS8	MEF2BNB	8/12/20	116
Q86Y27	BAGE5	43			BAGE5		8/12/20	84
Q96B45	BORCS7 C10orf32	106			BORCS7	C10orf32	8/12/20	129
Q3MIR4	TMEM30B CDC50B	351			TMEM30B	CDC50B	8/12/20	115
Q13112	CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7	559			CHAF1B	CAF1A CAF1P60 MPHOSPH7 MPP7	8/12/20	207
Q8N1Q1	CA13	262			CA13		8/12/20	154
Q96MC9	C1orf147	270			C1orf147		8/12/20	87
Q9BXY5	CAPS2 UG0636c06	557		UG0636c06	CAPS2		8/12/20	152
Q8N8Q1	CYB561D1	229			CYB561D1		8/12/20	131
P78556	CCL20 LARC MIP3A SCYA20	96			CCL20	LARC MIP3A SCYA20	8/12/20	183
Q7LBR1	CHMP1B C18orf2	199			CHMP1B	C18orf2	8/12/20	131
Q9NSP4	CENPM C22orf18 ICEN39 PANE1	180			CENPM	C22orf18 ICEN39 PANE1	8/12/20	145
Q92903	CDS1 CDS	461			CDS1	CDS	8/12/20	158
Q6NVV7	CDPF1 C22orf40	123			CDPF1	C22orf40	8/12/20	116
P55273	CDKN2D	166			CDKN2D		8/12/20	179
Q96T59	CDRT15	188			CDRT15		8/12/20	95
P48745	CCN3 IGFBP9 NOV NOVH	357			CCN3	IGFBP9 NOV NOVH	8/12/20	168
Q5T0Z8	C6orf132	1188			C6orf132		8/12/20	105
Q6ZVT6	CFAP20DC C3orf67	689			CFAP20DC	C3orf67	8/12/20	106
P08571	CD14	375			CD14		8/12/20	205
P29017	CD1C	333			CD1C		8/12/20	180
Q96Q40	CDK15 ALS2CR7 PFTK2	435			CDK15	ALS2CR7 PFTK2	8/12/20	172
Q53EZ4	CEP55 C10orf3 URCC6	464			CEP55	C10orf3 URCC6	8/12/20	153
Q6P2H3	CEP85 CCDC21	762			CEP85	CCDC21	8/12/20	129
P27544	CERS1 LAG1 LASS1 UOG1	350			CERS1	LAG1 LASS1 UOG1	8/12/20	162
P16671	CD36 GP3B GP4	472			CD36	GP3B GP4	8/12/20	216
P61024	CKS1B CKS1 PNAS-143 PNAS-16	79		PNAS-143 PNAS-16	CKS1B	CKS1	8/12/20	166
A5YKK6	CNOT1 CDC39 KIAA1007 NOT1 AD-005	2376		AD-005	CNOT1	CDC39 KIAA1007 NOT1	8/12/20	129
Q2TAA5	ALG11 GT8	492			ALG11	GT8	8/12/20	128
Q96BI3	APH1A PSF CGI-78 UNQ579/PRO1141	265		CGI-78 UNQ579/PRO1141	APH1A	PSF	8/12/20	169
Q6ICH7	ASPHD2	369			ASPHD2		8/12/20	120
P56377	AP1S2 DC22	157		DC22	AP1S2		8/12/20	189
Q9BS18	ANAPC13	74			ANAPC13		8/12/20	135
Q8N9B4	ANKRD42	389			ANKRD42		8/12/20	136
O95782	AP2A1 ADTAA CLAPA1	977			AP2A1	ADTAA CLAPA1	8/12/20	190
P56378	ATP5MPL C14orf2 MP68 PRO1574	58		PRO1574	ATP5MPL	C14orf2 MP68	8/12/20	149
